Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
01:59:26.189941,-605,-1053,-40,1215.09,-773,1199,-23,1426.77,-211.68000000000006
01:59:26.492766,-607,-1054,-40,1216.95,-772,1199,-25,1426.26,-209.30999999999995
01:59:26.795917,-604,-1057,-35,1217.9,-772,1198,-27,1425.45,-207.54999999999995
01:59:27.098748,-595,-1060,-38,1216.17,-770,1202,-22,1427.65,-211.48000000000002
01:59:27.402060,-594,-1066,-38,1220.92,-773,1202,-20,1429.24,-208.31999999999994
01:59:27.705014,-598,-1064,-38,1221.12,-778,1199,-22,1429.46,-208.34000000000015
01:59:28.007835,-598,-1078,-39,1233.37,-772,1201,-25,1427.94,-194.57000000000016
01:59:28.310963,-599,-1055,-42,1213.92,-770,1194,-25,1420.97,-207.04999999999995
01:59:28.613751,-599,-1058,-38,1216.39,-770,1195,-24,1421.79,-205.39999999999986
01:59:28.916972,-607,-1051,-40,1214.35,-769,1191,-26,1417.93,-203.58000000000015
01:59:29.219881,-605,-1051,-41,1213.39,-767,1196,-20,1420.95,-207.55999999999995
01:59:29.522859,-609,-1044,-41,1209.34,-763,1198,-21,1420.5,-211.16000000000008
01:59:29.825853,-612,-1048,-42,1214.34,-765,1196,-21,1419.89,-205.55000000000018
01:59:30.128740,-616,-1048,-43,1216.39,-770,1196,-22,1422.6,-206.2099999999998
01:59:30.431891,-616,-1051,-41,1218.91,-761,1222,-22,1439.75,-220.83999999999992
01:59:30.735153,-620,-1052,-36,1221.64,-778,1193,-25,1424.49,-202.8499999999999
01:59:31.037717,-608,-1059,-39,1221.75,-782,1197,-20,1429.94,-208.19000000000005
01:59:31.340814,-610,-1057,-40,1221.04,-779,1198,-20,1429.14,-208.10000000000014
01:59:31.644066,-608,-1061,-38,1223.45,-778,1195,-23,1426.13,-202.68000000000006
01:59:31.946620,-605,-1058,-40,1219.42,-769,1196,-25,1422.11,-202.68999999999983
01:59:32.249795,-609,-1057,-39,1220.51,-768,1194,-22,1419.84,-199.32999999999993
01:59:32.552641,-605,-1054,-42,1216.02,-775,1187,-27,1417.86,-201.83999999999992
01:59:32.855926,-607,-1054,-37,1216.85,-767,1198,-22,1422.67,-205.82000000000016
01:59:33.158620,-613,-1046,-43,1213.15,-771,1195,-20,1422.27,-209.1199999999999
01:59:33.462065,-612,-1046,-42,1212.61,-774,1193,-20,1422.23,-209.62000000000012
01:59:33.764961,-613,-1046,-41,1213.08,-772,1195,-21,1422.83,-209.75
