Timestamp,x-500,y-500,z-500,Bt-500,x-1000,y-1000,z-1000,Bt-1000,x-2000,y-2000,z-2000,Bt-2000
03:19:25.689683,-11.5,208.5,4.0,208.86,20.0,210.5,2.5,211.46,56,205,-1,212.51
03:19:25.992798,-12.5,209.0,4.25,209.42,23.0,210.0,1.5,211.26,57,207,-2,214.71
03:19:26.295696,-14.75,209.75,4.25,210.31,22.5,209.5,2.0,210.71,53,205,0,211.74
03:19:26.598636,-13.75,207.25,4.25,207.75,20.5,210.5,1.5,211.5,58,204,-3,212.11
03:19:26.901656,-11.25,209.25,4.5,209.6,21.0,210.0,1.0,211.05,57,208,1,215.67
03:19:27.204805,-10.0,209.75,4.5,210.04,24.5,212.5,1.0,213.91,60,205,0,213.6
03:19:27.507832,-8.25,209.75,4.5,209.96,22.0,209.0,2.0,210.16,60,203,-2,211.69
03:19:27.810759,-9.75,208.75,4.25,209.02,24.5,208.5,1.5,209.94,61,205,0,213.88
03:19:28.113774,-10.5,210.75,5.0,211.07,24.0,209.5,1.0,210.87,60,204,1,212.64
03:19:28.416544,-11.0,208.5,4.75,208.84,23.0,210.5,2.5,211.77,61,207,0,215.8
03:19:28.719917,-10.5,209.75,4.5,210.06,24.5,212.5,3.0,213.93,59,207,0,215.24
03:19:29.022879,-8.0,212.0,5.5,212.22,23.0,214.5,3.0,215.75,60,207,-1,215.52
03:19:29.325666,-9.75,208.5,5.0,208.79,23.0,214.5,3.0,215.75,58,205,1,213.05
03:19:29.628902,-11.75,210.25,5.25,210.64,21.5,213.5,1.5,214.59,56,207,1,214.44
03:19:29.931460,-11.25,210.5,4.75,210.85,23.5,210.5,2.5,211.82,57,207,1,214.71
03:19:30.234724,-11.25,208.75,4.25,209.1,21.5,211.5,3.0,212.61,58,205,-3,213.07
03:19:30.537627,-15.5,209.25,4.25,209.87,23.5,211.0,2.5,212.32,56,203,0,210.58
03:19:30.840697,-10.0,209.5,5.0,209.8,20.5,207.5,2.0,208.52,60,203,-3,211.7
03:19:31.143406,-9.25,209.0,5.25,209.27,22.5,210.0,2.5,211.22,59,205,1,213.32
03:19:31.446597,-9.75,208.75,4.25,209.02,24.0,212.5,1.5,213.86,58,204,-3,212.11
03:19:31.749421,-6.75,210.25,3.75,210.39,26.5,213.0,2.0,214.65,61,203,-2,211.98
03:19:32.052336,-8.75,208.25,4.0,208.47,26.5,212.5,1.0,214.15,61,205,-3,213.9
03:19:32.355940,-9.5,209.25,4.25,209.51,25.5,213.5,2.0,215.03,62,206,0,215.13
03:19:32.658785,-8.0,210.75,5.25,210.97,24.0,214.0,3.0,215.36,58,203,0,211.12
03:19:32.961765,-10.75,210.75,5.75,211.1,24.0,215.5,3.0,216.85,61,205,-2,213.89
03:19:33.264759,-9.5,212.25,5.0,212.52,24.5,212.5,3.0,213.93,59,207,-2,215.25
03:19:33.567732,-10.5,211.5,5.25,211.83,23.0,211.5,3.5,212.78,61,209,-2,217.73
03:19:33.870721,-7.25,209.5,5.5,209.7,22.0,211.0,4.0,212.18,58,206,-2,214.02
03:19:34.173812,-12.0,212.5,5.75,212.92,23.5,210.0,4.0,211.35,58,207,1,214.97
