Timestamp,x-500,y-500,z-500,Bt-500,x-1000,y-1000,z-1000,Bt-1000,x-2000,y-2000,z-2000,Bt-2000
03:13:33.298031,-11.25,209.25,4.25,209.6,23.0,210.0,3.0,211.28,60,204,-3,212.66
03:13:33.601378,-9.0,209.0,4.0,209.23,26.5,211.0,1.0,212.66,60,206,-1,214.56
03:13:33.904373,-8.25,209.0,3.75,209.2,26.0,210.5,1.5,212.1,60,206,-1,214.56
03:13:34.207365,-9.75,209.0,4.0,209.27,27.5,210.0,2.0,211.8,58,205,-2,213.06
03:13:34.510149,-10.0,208.0,4.25,208.28,28.0,210.5,3.0,212.38,63,206,-1,215.42
03:13:34.813129,-9.75,208.25,4.0,208.52,26.5,213.0,1.5,214.65,61,203,-3,211.99
03:13:35.116316,-7.75,206.75,3.5,206.92,25.5,212.0,1.0,213.53,63,203,-2,212.56
03:13:35.419180,-6.0,211.5,3.75,211.62,27.5,211.5,2.5,213.29,63,202,-4,211.63
03:13:35.722079,-9.0,207.0,3.75,207.23,25.0,207.5,2.0,209.01,62,203,-4,212.29
03:13:36.025382,-9.0,218.25,4.5,218.48,29.0,220.5,1.5,222.4,63,213,-1,222.12
03:13:36.328084,-6.25,217.75,3.75,217.87,30.5,222.5,2.5,224.59,66,212,-2,222.05
03:13:36.631184,-7.0,209.0,4.75,209.17,28.0,211.5,2.0,213.35,64,206,-2,215.72
03:13:36.934369,-10.25,210.25,5.5,210.57,26.5,209.5,3.0,211.19,61,205,-3,213.9
03:13:37.237284,-11.25,209.25,4.25,209.6,23.5,212.0,1.5,213.3,58,208,-3,215.96
03:13:37.540237,-9.5,211.25,4.5,211.51,26.0,211.0,3.0,212.62,61,205,-3,213.9
03:13:37.843164,-9.25,209.5,3.75,209.74,20.5,215.0,2.0,215.98,60,205,-2,213.61
03:13:38.146371,-9.0,209.5,4.25,209.74,22.5,211.5,1.0,212.7,60,202,0,210.72
03:13:38.449119,-13.0,208.5,4.5,208.95,24.0,211.0,2.0,212.37,58,203,0,211.12
03:13:38.752367,-7.25,211.25,4.5,211.42,24.0,211.5,2.0,212.87,61,204,0,212.92
03:13:39.055128,-8.0,209.5,3.75,209.69,25.0,210.0,0.5,211.48,61,203,-3,211.99
03:13:39.358063,-10.0,209.25,3.75,209.52,26.5,212.5,1.0,214.15,62,205,-3,214.19
03:13:39.661119,-7.5,209.75,4.0,209.92,27.5,211.0,2.0,212.79,60,206,-4,214.6
03:13:39.964365,-8.75,210.5,4.25,210.72,24.0,209.0,1.0,210.38,62,203,-2,212.27
03:13:40.266960,-9.0,208.25,4.25,208.49,26.0,215.5,2.5,217.08,58,205,0,213.05
03:13:40.570369,-9.25,208.0,4.25,208.25,26.0,214.5,1.5,216.08,58,203,-2,211.13
03:13:40.872988,-10.25,209.5,4.25,209.79,24.0,212.0,3.0,213.38,59,205,-2,213.33
03:13:41.176587,-12.75,208.75,4.5,209.19,20.5,211.5,2.0,212.5,55,206,0,213.22
03:13:41.479111,-11.25,211.5,4.25,211.84,23.0,211.0,2.0,212.26,57,205,-2,212.79
