Timestamp,x-500,y-500,z-500,Bt-500,x-1000,y-1000,z-1000,Bt-1000,x-2000,y-2000,z-2000,Bt-2000
22:10:34.742491,-512.0,-512.0,-26.5,724.56,-376.5,-1024.0,-12.0,1091.09,-50,-1187,14,1188.14
22:10:35.045181,-512.0,-512.0,-26.0,724.54,-377.0,-1024.0,-11.5,1091.25,-49,-1190,12,1191.07
22:10:35.348472,-512.0,-512.0,-26.75,724.57,-377.0,-1024.0,-10.5,1091.24,-47,-1186,13,1187.0
22:10:35.651341,-512.0,-512.0,-27.75,724.61,-376.0,-1024.0,-11.5,1090.91,-49,-1184,11,1185.06
22:10:35.954389,-512.0,-512.0,-27.25,724.59,-372.0,-1024.0,-12.5,1089.55,-49,-1189,14,1190.09
22:10:36.257203,-512.0,-512.0,-27.75,724.61,-379.5,-1024.0,-11.5,1092.12,-47,-1192,13,1193.0
22:10:36.560272,-512.0,-512.0,-26.0,724.54,-381.5,-1024.0,-10.0,1092.8,-49,-1198,17,1199.12
22:10:36.863258,-512.0,-512.0,-22.0,724.41,-380.5,-1024.0,-6.0,1092.42,-46,-1200,20,1201.05
22:10:37.166302,-512.0,-512.0,-26.75,724.57,-368.0,-1024.0,-9.5,1088.16,-36,-1200,16,1200.65
22:10:37.469463,-512.0,-512.0,-22.0,724.41,-342.0,-1024.0,-6.5,1079.62,-4,-1203,19,1203.16
22:10:37.772219,-512.0,-512.0,-19.0,724.33,-326.0,-1024.0,-3.0,1074.64,15,-1209,22,1209.29
22:10:38.075452,-512.0,-512.0,-19.75,724.35,-334.5,-1024.0,-4.0,1077.26,4,-1206,20,1206.17
22:10:38.378557,-512.0,-512.0,-23.0,724.44,-347.0,-1024.0,-7.0,1081.22,-7,-1203,18,1203.16
22:10:38.681321,-512.0,-512.0,-22.75,724.43,-349.5,-1024.0,-8.0,1082.03,-12,-1201,16,1201.17
22:10:38.984486,-512.0,-512.0,-21.75,724.4,-364.0,-1024.0,-7.0,1086.79,-30,-1199,19,1199.53
22:10:39.287354,-512.0,-512.0,-24.75,724.5,-361.0,-1024.0,-9.5,1085.81,-26,-1203,17,1203.4
22:10:39.590200,-512.0,-512.0,-24.75,724.5,-358.0,-1024.0,-9.5,1084.82,-25,-1195,15,1195.36
22:10:39.893512,-512.0,-512.0,-24.25,724.48,-353.0,-1024.0,-9.0,1083.17,-23,-1202,16,1202.33
22:10:40.196373,-512.0,-512.0,-25.75,724.54,-358.5,-1024.0,-9.0,1084.98,-25,-1199,16,1199.37
22:10:40.499487,-512.0,-512.0,-21.25,724.39,-358.0,-1024.0,-5.5,1084.79,-23,-1206,21,1206.4
22:10:40.802261,-512.0,-512.0,-19.5,724.34,-341.5,-1024.0,-4.0,1079.45,-3,-1208,22,1208.2
22:10:41.105593,-512.0,-512.0,-22.75,724.43,-373.0,-1024.0,-7.0,1089.84,-39,-1201,17,1201.75
22:10:41.408289,-512.0,-512.0,-23.5,724.46,-371.5,-1024.0,-8.5,1089.34,-39,-1199,17,1199.75
22:10:41.711629,-512.0,-512.0,-21.25,724.39,-372.5,-1024.0,-5.5,1089.66,-39,-1199,19,1199.78
22:10:42.014073,-512.0,-512.0,-25.5,724.53,-385.0,-1024.0,-11.5,1094.04,-56,-1194,13,1195.38
22:10:42.317448,-512.0,-512.0,-22.25,724.42,-386.5,-1024.0,-7.5,1094.54,-56,-1195,18,1196.45
22:10:42.620114,-512.0,-512.0,-26.75,724.57,-397.5,-1024.0,-11.5,1098.51,-69,-1192,12,1194.06
22:10:42.923244,-512.0,-512.0,-26.75,724.57,-394.0,-1024.0,-12.5,1097.25,-64,-1193,14,1194.8
22:10:43.226113,-512.0,-512.0,-27.25,724.59,-396.5,-1024.0,-12.5,1098.16,-68,-1188,12,1190.01
22:10:43.529329,-512.0,-512.0,-28.25,724.63,-393.0,-1024.0,-13.0,1096.9,-66,-1189,13,1190.9
22:10:43.832560,-512.0,-512.0,-27.5,724.6,-393.0,-1024.0,-13.5,1096.91,-64,-1191,11,1192.77
22:10:44.135628,-512.0,-512.0,-26.25,724.55,-390.5,-1024.0,-11.0,1095.99,-59,-1192,15,1193.55
22:10:44.438446,-512.0,-512.0,-21.25,724.39,-381.0,-1024.0,-5.5,1092.6,-48,-1194,19,1195.12
22:10:44.741330,-512.0,-512.0,-24.25,724.48,-377.5,-1024.0,-9.5,1091.41,-42,-1195,17,1195.86
22:10:45.044457,-512.0,-512.0,-23.5,724.46,-381.5,-1024.0,-8.5,1092.79,-47,-1196,15,1197.02
22:10:45.347616,-512.0,-512.0,-23.5,724.46,-377.0,-1024.0,-7.5,1091.22,-48,-1200,17,1201.08
