Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
04:09:01.778165,-518,-1110,-43,1225.67,-482,1380,11,1461.8,-236.12999999999988
04:09:02.081363,-518,-1111,-41,1226.51,-484,1381,10,1463.39,-236.8800000000001
04:09:02.384346,-516,-1107,-42,1222.08,-481,1380,11,1461.47,-239.3900000000001
04:09:02.687381,-521,-1108,-43,1225.13,-483,1380,9,1462.11,-236.9799999999998
04:09:02.990197,-519,-1113,-41,1228.74,-494,1378,8,1463.89,-235.1500000000001
04:09:03.293036,-510,-1119,-38,1230.33,-494,1383,2,1468.58,-238.25
04:09:03.596408,-504,-1121,-37,1229.64,-484,1390,-1,1471.85,-242.2099999999998
04:09:03.898939,-498,-1123,-35,1228.97,-477,1390,4,1469.57,-240.5999999999999
04:09:04.201989,-525,-1133,-39,1249.33,-484,1390,7,1471.87,-222.53999999999996
04:09:04.505364,-532,-1146,-39,1264.07,-497,1383,3,1469.59,-205.51999999999998
04:09:04.808358,-538,-1136,-41,1257.63,-492,1377,4,1462.26,-204.62999999999988
04:09:05.111061,-548,-1129,-43,1255.7,-488,1374,5,1458.1,-202.39999999999986
04:09:05.414375,-566,-1118,-39,1253.71,-493,1374,-2,1459.77,-206.05999999999995
04:09:05.717291,-556,-1122,-43,1252.94,-487,1374,1,1457.75,-204.80999999999995
04:09:06.020363,-550,-1121,-43,1249.4,-498,1373,3,1460.53,-211.12999999999988
04:09:06.323318,-554,-1123,-43,1252.95,-508,1373,8,1463.99,-211.03999999999996
04:09:06.626323,-560,-1119,-43,1252.04,-564,1384,-2,1494.51,-242.47000000000003
04:09:06.929040,-567,-1126,-40,1261.33,-535,1419,1,1516.5,-255.17000000000007
04:09:07.232362,-557,-1128,-39,1258.63,-532,1419,-7,1515.46,-256.8299999999999
04:09:07.535129,-565,-1130,-41,1264.04,-540,1415,-2,1514.54,-250.5
04:09:07.838335,-569,-1126,-43,1262.33,-555,1410,-4,1515.3,-252.97000000000003
04:09:08.141204,-572,-1124,-38,1261.75,-539,1414,0,1513.25,-251.5
04:09:08.444200,-569,-1119,-42,1256.06,-509,1422,-3,1510.36,-254.29999999999995
04:09:08.747206,-576,-1115,-39,1255.6,-500,1418,2,1503.57,-247.97000000000003
04:09:09.050083,-580,-1107,-41,1250.41,-514,1413,3,1503.59,-253.17999999999984
04:09:09.353421,-579,-1107,-41,1249.95,-507,1415,-5,1503.1,-253.14999999999986
04:09:09.655886,-501,-1132,-37,1238.46,-506,1420,0,1507.46,-269.0
04:09:09.959127,-493,-1135,-40,1238.09,-513,1419,5,1508.89,-270.8000000000002
04:09:10.262119,-495,-1136,-42,1239.87,-523,1419,3,1512.32,-272.45000000000005
04:09:10.565304,-505,-1143,-41,1250.26,-521,1415,-1,1507.87,-257.6099999999999
04:09:10.868303,-598,-1067,-41,1223.84,-511,1426,-2,1514.79,-290.95000000000005
04:09:11.171345,-590,-1069,-45,1221.84,-506,1427,0,1514.06,-292.22
04:09:11.474329,-589,-1071,-41,1222.96,-509,1427,4,1515.07,-292.1099999999999
04:09:11.776951,-587,-1070,-40,1221.09,-523,1423,4,1516.07,-294.98
04:09:12.079957,-594,-1063,-41,1218.39,-419,1448,17,1507.5,-289.1099999999999
04:09:12.383202,-598,-1060,-41,1217.74,-412,1438,16,1495.94,-278.20000000000005
04:09:12.686064,-606,-1051,-44,1213.99,-414,1437,18,1495.56,-281.56999999999994
04:09:12.989132,-607,-1054,-42,1217.02,-420,1440,9,1500.03,-283.01
04:09:13.292285,-583,-1068,-41,1217.45,-496,1379,-1,1465.49,-248.03999999999996
04:09:13.595319,-566,-1069,-43,1210.36,-522,1369,-1,1465.14,-254.7800000000002
04:09:13.897862,-574,-1070,-44,1215.04,-495,1383,4,1468.92,-253.8800000000001
04:09:14.201299,-556,-1081,-43,1216.37,-478,1392,4,1471.79,-255.42000000000007
04:09:14.504161,-557,-1086,-40,1221.17,-491,1391,-2,1475.12,-253.94999999999982
04:09:14.807473,-542,-1092,-39,1219.73,-471,1403,-7,1479.97,-260.24
04:09:15.110193,-540,-1096,-36,1222.34,-444,1412,5,1480.17,-257.83000000000015
04:09:15.413283,-531,-1099,-35,1221.06,-437,1413,4,1479.04,-257.98
04:09:15.715955,-538,-1099,-37,1224.18,-451,1406,4,1476.57,-252.38999999999987
04:09:16.019476,-531,-1101,-42,1223.08,-454,1392,2,1464.17,-241.09000000000015
04:09:16.322050,-516,-1109,-41,1223.85,-450,1393,2,1463.88,-240.0300000000002
04:09:16.625325,-512,-1107,-40,1220.32,-450,1398,3,1468.64,-248.32000000000016
