Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
01:58:08.015295,-606,-1040,-43,1204.44,-773,1188,-20,1417.49,-213.04999999999995
01:58:08.318159,-607,-1042,-42,1206.64,-772,1186,-21,1415.28,-208.63999999999987
01:58:08.621468,-611,-1040,-42,1206.93,-773,1189,-20,1418.33,-211.39999999999986
01:58:08.924472,-606,-1040,-44,1204.48,-773,1191,-19,1419.99,-215.51
01:58:09.227484,-611,-1045,-44,1211.31,-778,1192,-20,1423.57,-212.26
01:58:09.530566,-614,-1050,-43,1217.11,-781,1190,-22,1423.57,-206.46000000000004
01:58:09.833607,-616,-1055,-39,1222.29,-785,1192,-26,1427.5,-205.21000000000004
01:58:10.136523,-606,-1062,-37,1223.29,-780,1197,-24,1428.91,-205.62000000000012
01:58:10.439481,-606,-1061,-38,1222.46,-782,1200,-23,1432.5,-210.03999999999996
01:58:10.742505,-611,-1058,-41,1222.44,-782,1192,-21,1425.77,-203.32999999999993
01:58:11.045563,-605,-1062,-39,1222.86,-778,1197,-25,1427.84,-204.98000000000002
01:58:11.348358,-605,-1061,-41,1222.06,-768,1198,-24,1423.24,-201.18000000000006
01:58:11.651378,-602,-1060,-37,1219.58,-772,1196,-22,1423.69,-204.11000000000013
01:58:11.954484,-607,-1053,-41,1216.12,-772,1193,-25,1421.22,-205.10000000000014
01:58:12.257400,-607,-1051,-41,1214.39,-771,1197,-20,1423.96,-209.56999999999994
01:58:12.560497,-609,-1044,-42,1209.37,-769,1200,-20,1425.4,-216.0300000000002
01:58:12.864105,-610,-1051,-43,1215.96,-769,1195,-22,1421.22,-205.26
01:58:13.166531,-611,-1049,-42,1214.7,-773,1191,-26,1420.1,-205.39999999999986
01:58:13.469084,-618,-1049,-42,1218.23,-778,1193,-26,1424.5,-206.26999999999998
01:58:13.772330,-612,-1054,-36,1219.33,-782,1195,-26,1428.36,-209.02999999999997
01:58:14.075224,-606,-1061,-39,1222.49,-779,1199,-22,1430.01,-207.51999999999998
01:58:14.378393,-609,-1059,-40,1222.28,-782,1198,-20,1430.78,-208.5
01:58:14.681140,-608,-1063,-39,1225.22,-779,1193,-24,1425.01,-199.78999999999996
01:58:14.984412,-603,-1063,-40,1222.77,-771,1198,-25,1424.88,-202.11000000000013
01:58:15.287501,-591,-1069,-40,1222.15,-771,1194,-24,1421.5,-199.3499999999999
01:58:15.590414,-591,-1068,-40,1221.27,-773,1189,-24,1418.39,-197.12000000000012
01:58:15.893515,-591,-1071,-40,1223.9,-773,1195,-24,1423.42,-199.51999999999998
01:58:16.196369,-590,-1067,-41,1219.95,-773,1193,-24,1421.74,-201.78999999999996
