Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
01:42:40.829430,-616,-1046,-38,1214.5,-787,1195,-23,1431.06,-216.55999999999995
01:42:41.131970,-616,-1048,-38,1216.23,-785,1198,-22,1432.45,-216.22000000000003
01:42:41.435191,-618,-1044,-39,1213.83,-783,1196,-22,1429.68,-215.85000000000014
01:42:41.737986,-617,-1046,-41,1215.11,-785,1196,-22,1430.78,-215.67000000000007
01:42:42.041220,-612,-1054,-42,1219.52,-787,1196,-22,1431.88,-212.36000000000013
01:42:42.344368,-609,-1055,-40,1218.81,-785,1198,-25,1432.5,-213.69000000000005
01:42:42.647462,-608,-1056,-39,1219.15,-778,1196,-25,1427.0,-207.8499999999999
01:42:42.950390,-600,-1058,-40,1216.95,-773,1193,-21,1421.7,-204.75
01:42:43.253392,-599,-1048,-40,1207.77,-781,1184,-28,1418.66,-210.8900000000001
01:42:43.556369,-617,-1096,-43,1258.47,-775,1199,-21,1427.82,-169.3499999999999
01:42:43.859507,-605,-1066,-38,1226.31,-777,1199,-20,1428.89,-202.58000000000015
01:42:44.162022,-603,-1043,-43,1205.53,-775,1194,-20,1423.61,-218.07999999999993
01:42:44.465430,-606,-1043,-44,1207.07,-776,1193,-23,1423.36,-216.28999999999996
01:42:44.768226,-609,-1044,-42,1209.37,-778,1191,-25,1422.81,-213.44000000000005
01:42:45.071388,-616,-1042,-44,1211.26,-784,1196,-28,1430.33,-219.06999999999994
01:42:45.374458,-620,-1045,-39,1215.71,-782,1196,-22,1429.13,-213.42000000000007
01:42:45.677417,-596,-1054,-38,1211.44,-773,1188,-18,1417.46,-206.01999999999998
01:42:45.980205,-620,-1053,-44,1222.76,-799,1245,-17,1479.43,-256.6700000000001
01:42:46.283079,-616,-1054,-41,1221.5,-799,1236,-25,1471.98,-250.48000000000002
01:42:46.586555,-609,-1057,-40,1220.54,-771,1190,-23,1418.12,-197.57999999999993
01:42:46.889330,-605,-1054,-41,1215.99,-784,1185,-20,1421.01,-205.01999999999998
01:42:47.192503,-604,-1054,-39,1215.42,-780,1188,-27,1421.43,-206.01
01:42:47.495369,-602,-1053,-42,1213.66,-780,1190,-20,1422.99,-209.32999999999993
01:42:47.798105,-601,-1049,-39,1209.6,-781,1187,-22,1421.06,-211.46000000000004
01:42:48.101384,-608,-1041,-42,1206.28,-783,1189,-22,1423.83,-217.54999999999995
01:42:48.404570,-607,-1042,-44,1206.71,-781,1188,-24,1421.93,-215.22000000000003
01:42:48.707606,-602,-1050,-42,1211.06,-786,1188,-27,1424.73,-213.67000000000007
01:42:49.010740,-598,-1054,-42,1212.55,-792,1189,-28,1428.9,-216.35000000000014
01:42:49.313412,-596,-1051,-42,1208.96,-790,1189,-28,1427.8,-218.83999999999992
01:42:49.616464,-596,-1053,-42,1210.7,-792,1190,-27,1429.72,-219.01999999999998
