Timestamp,500 G Sensor,1000 G Sensor,2000 G Sensor
01:33:59.443330,379625017.24,268435328.0,1214.12
01:33:59.746182,379625017.24,268435328.0,1214.13
01:34:00.049273,379625017.24,268435328.0,1212.13
01:34:00.352667,379625017.24,268435328.0,1215.12
01:34:00.655299,379625017.24,268435328.0,1215.13
01:34:00.958607,379625017.24,268435328.0,1220.12
01:34:01.261312,379625017.24,268435328.0,1221.21
01:34:01.564708,379625017.24,268435328.0,1221.4
01:34:01.867598,379625017.24,268435328.0,1218.44
01:34:02.170693,379625017.24,268435328.0,1223.54
01:34:02.473687,379625017.24,268435328.0,1219.57
01:34:02.776476,379625017.24,268435328.0,1223.73
01:34:03.079551,379625017.24,268435328.0,1224.49
01:34:03.382367,379625017.24,268435328.0,1229.43
01:34:03.685280,379625017.24,268435328.0,1225.2
01:34:03.988411,379625017.24,268435328.0,1223.26
01:34:04.291423,379625017.24,268435328.0,1224.13
01:34:04.594607,379625017.24,268435328.0,1222.13
01:34:04.897369,379625017.24,268435328.0,1225.16
01:34:05.200577,379625017.24,268435328.0,1220.14
01:34:05.503714,379625017.24,268435328.0,1216.16
01:34:05.806662,379625017.24,268435328.0,1221.42
01:34:06.109602,379625017.24,268435328.0,1223.31
01:34:06.412810,379625017.24,268435328.0,1227.31
01:34:06.715644,379625017.24,268435328.0,1229.37
01:34:07.018449,379625017.24,268435328.0,1235.59
01:34:07.321779,379625017.24,268435328.0,1231.8
01:34:07.624606,379625017.24,268435328.0,1236.78
01:34:07.927649,379625017.24,268435328.0,1238.57
01:34:08.230609,379625017.24,268435328.0,1227.13
01:34:08.533739,379625017.24,268435328.0,1223.92
01:34:08.836400,379625017.24,268435328.0,1220.24
01:34:09.139584,379625017.24,268435328.0,1219.11
01:34:09.442296,379625017.24,268435328.0,1222.18
01:34:09.745615,379625017.24,268435328.0,1218.14
01:34:10.048269,379625017.24,268435328.0,1214.27
01:34:10.351592,379625017.24,268435328.0,1216.15
01:34:10.654708,379625017.24,268435328.0,1210.2
01:34:10.957738,379625017.24,268435328.0,1211.16
01:34:11.260656,379625017.24,268435328.0,1213.16
01:34:11.563694,379625017.24,268435328.0,1213.51
01:34:11.866285,379625017.24,268435328.0,1215.61
01:34:12.169711,379625017.24,268435328.0,1219.46
01:34:12.472702,379625017.24,268435328.0,1222.41
01:34:12.775356,379625017.24,268435328.0,1224.27
01:34:13.078648,379625017.24,268435328.0,1220.35
01:34:13.381716,379625017.24,268435328.0,1225.33
01:34:13.684755,379625017.24,268435328.0,1226.28
01:34:13.987668,379625017.24,268435328.0,1224.32
01:34:14.290702,379625017.24,268435328.0,1225.22
01:34:14.593740,379625017.24,268435328.0,1224.28
01:34:14.896844,379625017.24,268435328.0,1223.3
01:34:15.199775,379625017.24,268435328.0,1224.28
01:34:15.502737,379625017.24,268435328.0,1225.28
01:34:15.805291,379625017.24,268435328.0,1225.32
01:34:16.108792,379625017.24,268435328.0,1224.28
01:34:16.411772,379625017.24,268435328.0,1224.22
01:34:16.714776,379625017.24,268435328.0,1225.27
01:34:17.017479,379625017.24,268435328.0,1226.28
01:34:17.320634,379625017.24,268435328.0,1223.27
01:34:17.623588,379625017.24,268435328.0,1224.28
01:34:17.926727,379625017.24,268435328.0,1226.32
01:34:18.229356,379625017.24,268435328.0,1224.26
01:34:18.532666,379625017.24,268435328.0,1221.27
01:34:18.835439,379625017.24,268435328.0,1223.3
01:34:19.138660,379625017.24,268435328.0,1223.24
