Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
04:05:16.950550,-506,-1106,-41,1216.94,-403,1410,18,1466.57,-249.62999999999988
04:05:17.253681,-503,-1105,-40,1214.76,-401,1410,20,1466.05,-251.28999999999996
04:05:17.556583,-503,-1107,-41,1216.61,-404,1407,19,1463.98,-247.37000000000012
04:05:17.859739,-505,-1104,-40,1214.68,-407,1409,19,1466.73,-252.04999999999995
04:05:18.162665,-507,-1104,-41,1215.54,-410,1408,19,1466.6,-251.05999999999995
04:05:18.465564,-516,-1102,-41,1217.51,-413,1407,18,1466.47,-248.96000000000004
04:05:18.768678,-522,-1106,-38,1223.59,-426,1408,17,1471.13,-247.5400000000002
04:05:19.071496,-509,-1111,-38,1222.64,-411,1419,8,1477.34,-254.69999999999982
04:05:19.374711,-506,-1114,-35,1224.03,-401,1421,13,1476.55,-252.51999999999998
04:05:19.677738,-505,-1114,-36,1223.65,-402,1420,19,1475.93,-252.27999999999997
04:05:19.980675,-531,-1144,-37,1261.77,-421,1414,17,1475.44,-213.67000000000007
04:05:20.283780,-541,-1137,-43,1259.88,-414,1412,14,1471.51,-211.62999999999988
04:05:20.586769,-570,-1122,-39,1259.09,-412,1406,18,1465.23,-206.1400000000001
04:05:20.889567,-574,-1115,-43,1254.81,-422,1404,8,1466.07,-211.26
04:05:21.192718,-570,-1117,-39,1254.64,-408,1405,8,1463.06,-208.41999999999985
04:05:21.495709,-572,-1111,-42,1250.31,-413,1403,12,1462.57,-212.26
04:05:21.798688,-573,-1111,-43,1250.8,-416,1405,16,1465.38,-214.58000000000015
04:05:22.101674,-581,-1107,-44,1250.98,-423,1404,17,1466.44,-215.46000000000004
04:05:22.404715,-586,-1108,-43,1254.16,-469,1431,7,1505.91,-251.75
04:05:22.707701,-578,-1116,-36,1257.31,-482,1434,0,1512.84,-255.52999999999997
04:05:23.010573,-576,-1119,-42,1259.25,-486,1435,6,1515.08,-255.82999999999993
04:05:23.313437,-588,-1117,-43,1263.04,-500,1432,3,1516.78,-253.74
04:05:23.616668,-589,-1112,-40,1258.99,-509,1431,4,1518.83,-259.8399999999999
04:05:23.919620,-590,-1111,-41,1258.61,-502,1425,0,1510.84,-252.23000000000002
04:05:24.222764,-593,-1103,-41,1252.97,-494,1421,-1,1504.42,-251.45000000000005
04:05:24.525537,-592,-1102,-43,1251.69,-505,1421,3,1508.07,-256.3799999999999
04:05:24.828557,-589,-1101,-38,1249.23,-509,1417,-4,1505.65,-256.4200000000001
04:05:25.131637,-594,-1084,-42,1236.79,-498,1421,1,1505.74,-268.95000000000005
04:05:25.434658,-614,-1041,-45,1209.42,-499,1423,3,1507.96,-298.53999999999996
04:05:25.737436,-613,-1044,-45,1211.5,-498,1424,3,1508.57,-297.06999999999994
04:05:26.040595,-613,-1050,-45,1216.67,-504,1421,-1,1507.73,-291.05999999999995
04:05:26.343762,-610,-1054,-40,1218.45,-509,1421,-4,1509.42,-290.97
04:05:26.646471,-595,-1060,-42,1216.3,-514,1425,-2,1514.87,-298.56999999999994
04:05:26.949674,-597,-1065,-43,1221.67,-515,1422,3,1512.39,-290.72
04:05:27.252595,-595,-1062,-42,1218.04,-518,1427,2,1518.11,-300.06999999999994
04:05:27.555566,-597,-1067,-39,1223.28,-490,1399,-2,1482.33,-259.04999999999995
04:05:27.858494,-584,-1071,-44,1220.67,-502,1382,-4,1470.36,-249.68999999999983
04:05:28.161533,-584,-1068,-40,1217.9,-488,1381,2,1464.69,-246.78999999999996
04:05:28.464675,-589,-1061,-41,1214.22,-496,1381,-4,1467.38,-253.16000000000008
04:05:28.767739,-582,-1068,-41,1216.98,-487,1384,2,1467.18,-250.20000000000005
04:05:29.070623,-578,-1067,-41,1214.19,-482,1387,4,1468.37,-254.17999999999984
04:05:29.373656,-570,-1069,-43,1212.23,-483,1387,5,1468.7,-256.47
04:05:29.676753,-573,-1071,-45,1215.48,-491,1389,3,1473.23,-257.75
04:05:29.979846,-581,-1072,-45,1220.15,-452,1396,5,1467.36,-247.2099999999998
04:05:30.282690,-561,-1085,-39,1222.07,-455,1402,1,1473.98,-251.91000000000008
04:05:30.585715,-543,-1096,-39,1223.76,-447,1408,3,1477.25,-253.49
04:05:30.888769,-548,-1093,-38,1223.27,-446,1410,3,1478.86,-255.58999999999992
