Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
01:45:09.603423,-593,-1067,-38,1221.3,-773,1195,-24,1423.42,-202.12000000000012
01:45:09.906111,-594,-1065,-38,1220.04,-774,1194,-25,1423.14,-203.10000000000014
01:45:10.209516,-594,-1067,-38,1221.79,-769,1194,-24,1420.41,-198.62000000000012
01:45:10.512013,-594,-1062,-40,1217.49,-771,1195,-22,1422.3,-204.80999999999995
01:45:10.815437,-597,-1060,-41,1217.25,-776,1194,-24,1424.21,-206.96000000000004
01:45:11.118082,-595,-1060,-37,1216.14,-769,1196,-25,1422.11,-205.9699999999998
01:45:11.421448,-603,-1052,-38,1213.16,-763,1202,-20,1423.86,-210.69999999999982
01:45:11.724474,-600,-1053,-42,1212.67,-765,1200,-20,1423.24,-210.56999999999994
01:45:12.027364,-601,-1038,-41,1200.14,-769,1200,-20,1425.4,-225.26
01:45:12.330398,-620,-1077,-43,1243.45,-775,1192,-25,1422.01,-178.55999999999995
01:45:12.633120,-627,-1089,-43,1257.34,-783,1194,-28,1428.11,-170.76999999999998
01:45:12.936519,-621,-1040,-42,1212.03,-781,1197,-26,1429.49,-217.46000000000004
01:45:13.238989,-613,-1048,-37,1214.68,-783,1199,-22,1432.19,-217.51
01:45:13.542061,-621,-1052,-42,1222.34,-780,1200,-20,1431.36,-209.01999999999998
01:45:13.845390,-614,-1053,-40,1219.59,-784,1198,-25,1431.95,-212.36000000000013
01:45:14.148427,-614,-1056,-39,1222.15,-771,1196,-26,1423.21,-201.05999999999995
01:45:14.451437,-608,-1053,-42,1216.65,-767,1185,-21,1411.72,-195.06999999999994
01:45:14.754365,-600,-1061,-38,1219.49,-795,1224,-21,1459.67,-240.18000000000006
01:45:15.057195,-604,-1052,-40,1213.72,-797,1243,-21,1476.72,-263.0
01:45:15.360475,-615,-1039,-39,1208.0,-769,1185,-21,1412.81,-204.80999999999995
01:45:15.663189,-610,-1043,-42,1209.01,-777,1194,-22,1424.73,-215.72000000000003
01:45:15.966147,-606,-1042,-43,1206.17,-782,1190,-24,1424.15,-217.98000000000002
01:45:16.269402,-610,-1046,-42,1211.6,-789,1188,-23,1426.32,-214.72000000000003
01:45:16.572529,-618,-1045,-43,1214.82,-792,1189,-29,1428.92,-214.10000000000014
01:45:16.875105,-614,-1051,-37,1217.77,-784,1197,-22,1431.07,-213.29999999999995
01:45:17.178579,-605,-1055,-38,1216.76,-786,1198,-22,1433.0,-216.24
01:45:17.481130,-612,-1057,-40,1222.04,-789,1189,-24,1427.17,-205.1300000000001
01:45:17.784539,-614,-1053,-40,1219.59,-782,1192,-26,1425.86,-206.26999999999998
01:45:18.087080,-613,-1052,-38,1218.16,-781,1189,-25,1422.78,-204.6199999999999
01:45:18.390301,-616,-1049,-40,1217.15,-782,1195,-26,1428.36,-211.2099999999998
