time,Bx,By,Bz,Btotal
2023-06-09 14:17:02.1460,-58.76,-2648.78,-63.73,2650.2
2023-06-09 14:17:02.2470,-58.99,-2650.67,-63.94,2652.1
2023-06-09 14:17:02.3470,-58.86,-2651.18,-63.66,2652.6
2023-06-09 14:17:02.4480,-58.47,-2651.04,-63.87,2652.45
2023-06-09 14:17:02.5430,-58.47,-2651.06,-63.49,2652.46
2023-06-09 14:17:02.6430,-58.72,-2651.12,-63.41,2652.53
2023-06-09 14:17:02.7430,-58.56,-2650.75,-63.94,2652.17
2023-06-09 14:17:02.8420,-58.9,-2650.61,-65.11,2652.07
2023-06-09 14:17:02.9420,-58.66,-2650.46,-64.97,2651.9
2023-06-09 14:17:03.0410,-58.59,-2651.26,-64.92,2652.7
2023-06-09 14:17:03.1400,-58.53,-2650.72,-64.73,2652.16
2023-06-09 14:17:03.2400,-58.95,-2650.75,-64.57,2652.19
2023-06-09 14:17:03.3390,-58.58,-2649.96,-64.33,2651.39
2023-06-09 14:17:03.4380,-58.17,-2651.91,-63.78,2653.32
2023-06-09 14:17:03.5380,-58.25,-2652.37,-62.66,2653.75
2023-06-09 14:17:03.6360,-58.25,-2651.83,-62.25,2653.2
2023-06-09 14:17:03.7380,-58.2,-2651.73,-61.86,2653.09
2023-06-09 14:17:03.8360,-58.82,-2651.95,-61.7,2653.32
2023-06-09 14:17:03.9360,-58.51,-2652.33,-62.2,2653.7
2023-06-09 14:17:04.0370,-58.62,-2653.08,-62.08,2654.45
2023-06-09 14:17:04.1370,-58.35,-2652.24,-62.5,2653.62
2023-06-09 14:17:04.2380,-58.5,-2652.99,-62.32,2654.36
2023-06-09 14:17:04.3370,-58.56,-2652.48,-62.43,2653.86
2023-06-09 14:17:04.4320,-58.42,-2651.31,-61.88,2652.68
2023-06-09 14:17:04.5330,-58.1,-2651.31,-60.53,2652.63
2023-06-09 14:17:04.6310,-57.35,-2651.44,-59.22,2652.72
2023-06-09 14:17:04.7300,-56.98,-2650.97,-59.29,2652.24
2023-06-09 14:17:04.8300,-56.3,-2650.24,-62.02,2651.57
2023-06-09 14:17:04.9290,-55.87,-2649.47,-63.82,2650.83
2023-06-09 14:17:05.0290,-53.83,-2650.58,-63.65,2651.89
2023-06-09 14:17:05.1280,-48.55,-2650.41,-82.26,2652.13
2023-06-09 14:17:05.2270,-43.38,-2650.11,-97.08,2652.25
2023-06-09 14:17:05.3270,-46.9,-2650.01,-56.35,2651.02
2023-06-09 14:17:05.4260,-48.36,-2652.08,-44.88,2652.91
2023-06-09 14:17:05.5260,-46.76,-2652.81,-42.05,2653.55
2023-06-09 14:17:05.6260,-47.85,-2653.83,-37.02,2654.52
2023-06-09 14:17:05.7260,-49.15,-2655.4,-34.24,2656.08
2023-06-09 14:17:05.8270,-51.28,-2656.34,-31.65,2657.03
2023-06-09 14:17:05.9270,-49.84,-2657.56,-36.65,2658.28
2023-06-09 14:17:06.0220,-49.52,-2659.03,-37.39,2659.75
2023-06-09 14:17:06.1220,-50.45,-2659.54,-32.64,2660.21
2023-06-09 14:17:06.2170,-50.4,-2659.81,-30.31,2660.46
2023-06-09 14:17:06.3160,-54.01,-2660.57,-27.2,2661.25
2023-06-09 14:17:06.4160,-55.35,-2661.01,-21.03,2661.67
2023-06-09 14:17:06.5150,-55.19,-2661.79,-17.64,2662.42
2023-06-09 14:17:06.6170,-55.22,-2662.85,-17.63,2663.48
2023-06-09 14:17:06.7170,-56.31,-2663.74,-12.8,2664.37
2023-06-09 14:17:06.8160,-54.77,-2665.08,-7.72,2665.65
2023-06-09 14:17:06.9150,-55.09,-2664.67,0.77,2665.24
2023-06-09 14:17:07.0150,-55.35,-2665.83,9.97,2666.42
2023-06-09 14:17:07.1140,-53.54,-2665.75,9.08,2666.31
2023-06-09 14:17:07.2150,-52.53,-2666.53,11.84,2667.07
2023-06-09 14:17:07.3150,-51.44,-2668.37,11.81,2668.9
2023-06-09 14:17:07.4160,-49.8,-2668.22,13.44,2668.72
2023-06-09 14:17:07.5160,-48.75,-2667.92,4.84,2668.37
