time,Bx,By,Bz,Btotal
2023-06-09 14:28:57.5480,182.99,-3687.71,1266.98,3903.58
2023-06-09 14:28:57.6470,182.98,-3687.63,1267.62,3903.71
2023-06-09 14:28:57.7470,182.83,-3688.22,1267.46,3904.21
2023-06-09 14:28:57.8460,182.64,-3688.24,1268.09,3904.42
2023-06-09 14:28:57.9460,182.62,-3688.22,1267.7,3904.28
2023-06-09 14:28:58.0460,182.3,-3688.33,1267.1,3904.17
2023-06-09 14:28:58.1450,182.19,-3688.35,1267.33,3904.26
2023-06-09 14:28:58.2440,182.36,-3688.4,1267.28,3904.3
2023-06-09 14:28:58.3440,182.94,-3686.94,1268.98,3903.5
2023-06-09 14:28:58.4430,184.02,-3687.6,1271.46,3904.98
2023-06-09 14:28:58.5420,184.17,-3688.65,1272.56,3906.34
2023-06-09 14:28:58.6420,184.4,-3687.24,1270.48,3904.34
2023-06-09 14:28:58.7410,183.66,-3687.8,1270.28,3904.77
2023-06-09 14:28:58.8410,184.03,-3687.64,1270.23,3904.61
2023-06-09 14:28:58.9400,183.92,-3687.27,1269.94,3904.17
2023-06-09 14:28:59.0390,183.95,-3686.95,1270.3,3903.99
2023-06-09 14:28:59.1380,183.85,-3687.21,1270.11,3904.17
2023-06-09 14:28:59.2380,183.67,-3687.81,1270.12,3904.73
2023-06-09 14:28:59.3370,183.71,-3687.43,1269.48,3904.16
2023-06-09 14:28:59.4370,183.79,-3688.19,1268.3,3904.5
2023-06-09 14:28:59.5370,183.77,-3688.16,1268.37,3904.49
2023-06-09 14:28:59.6360,183.71,-3688.15,1268.94,3904.66
2023-06-09 14:28:59.7350,184.15,-3687.4,1268.86,3903.95
2023-06-09 14:28:59.8340,182.69,-3685.87,1263.25,3900.62
2023-06-09 14:28:59.9340,182.84,-3684.83,1263.61,3899.76
2023-06-09 14:29:00.0330,185.68,-3683.7,1271.65,3901.44
2023-06-09 14:29:00.1320,186.47,-3682.44,1277.21,3902.11
2023-06-09 14:29:00.2330,187.33,-3682.93,1280.64,3903.73
2023-06-09 14:29:00.3320,188.35,-3682.69,1288.2,3906.05
2023-06-09 14:29:00.4310,189.68,-3681.34,1280.9,3902.43
2023-06-09 14:29:00.5300,190.27,-3680.21,1272.85,3898.75
2023-06-09 14:29:00.6290,191.11,-3680.69,1268.05,3897.69
2023-06-09 14:29:00.7290,192.55,-3680.41,1265.5,3896.67
2023-06-09 14:29:00.8290,196.94,-3680.19,1270.51,3898.3
2023-06-09 14:29:00.9270,199.86,-3680.53,1277.49,3901.05
2023-06-09 14:29:01.0270,204.82,-3679.65,1292.94,3905.57
2023-06-09 14:29:01.1270,209.87,-3682.38,1302.13,3911.45
2023-06-09 14:29:01.2260,212.05,-3685.1,1304.09,3914.79
2023-06-09 14:29:01.3260,213.56,-3682.61,1298.52,3910.68
2023-06-09 14:29:01.4250,213.74,-3682.6,1297.49,3910.34
2023-06-09 14:29:01.5250,216.01,-3680.42,1302.6,3910.1
2023-06-09 14:29:01.6230,212.56,-3678.94,1310.83,3911.28
2023-06-09 14:29:01.7230,208.51,-3678.96,1322.2,3914.9
2023-06-09 14:29:01.8220,209.31,-3678.45,1333.32,3918.23
2023-06-09 14:29:01.9220,209.55,-3679.17,1338.11,3920.55
2023-06-09 14:29:02.0210,209.26,-3678.51,1333.88,3918.47
2023-06-09 14:29:02.1200,207.32,-3680.12,1328.61,3918.09
2023-06-09 14:29:02.2210,204.43,-3678.32,1326.31,3915.47
2023-06-09 14:29:02.3190,204.09,-3677.04,1328.34,3914.94
2023-06-09 14:29:02.4190,203.26,-3676.32,1326.84,3913.71
2023-06-09 14:29:02.5180,205.17,-3674.69,1326.91,3912.3
2023-06-09 14:29:02.6170,205.17,-3675.75,1327.82,3913.61
2023-06-09 14:29:02.7170,203.31,-3675.63,1320.42,3910.89
2023-06-09 14:29:02.8160,201.14,-3673.66,1312.67,3906.31
2023-06-09 14:29:02.9160,201.59,-3671.86,1305.84,3902.36
2023-06-09 14:29:03.0150,202.65,-3670.72,1304.4,3900.86
2023-06-09 14:29:03.1140,202.82,-3669.9,1310.23,3902.05
2023-06-09 14:29:03.2140,203.03,-3669.71,1310.36,3901.93
2023-06-09 14:29:03.3130,203.23,-3670.38,1315.11,3904.16
2023-06-09 14:29:03.4130,204.51,-3669.02,1313.86,3902.53
2023-06-09 14:29:03.5120,203.6,-3670.39,1307.18,3901.53
2023-06-09 14:29:03.6110,200.51,-3670.64,1294.74,3897.45
2023-06-09 14:29:03.7110,199.13,-3672.0,1285.47,3895.6
2023-06-09 14:29:03.8100,198.54,-3673.37,1278.46,3894.55
2023-06-09 14:29:03.9090,199.74,-3672.42,1274.03,3892.27
2023-06-09 14:29:04.0100,199.4,-3673.63,1274.5,3893.54
2023-06-09 14:29:04.1080,200.89,-3673.87,1277.95,3894.97
2023-06-09 14:29:04.2080,201.22,-3674.74,1275.15,3894.9
2023-06-09 14:29:04.3070,199.76,-3673.49,1267.22,3891.05
2023-06-09 14:29:04.4060,198.42,-3672.4,1262.93,3888.56
2023-06-09 14:29:04.5060,198.78,-3671.42,1261.43,3887.17
2023-06-09 14:29:04.6060,196.82,-3670.89,1258.24,3885.53
2023-06-09 14:29:04.7040,196.85,-3669.33,1255.8,3883.26
2023-06-09 14:29:04.8050,195.88,-3667.84,1261.44,3883.64
2023-06-09 14:29:04.9030,199.71,-3666.9,1260.97,3882.79
2023-06-09 14:29:05.0030,198.95,-3667.81,1257.88,3882.62
2023-06-09 14:29:05.1020,199.45,-3666.01,1252.22,3879.11
2023-06-09 14:29:05.2020,198.29,-3666.7,1250.91,3879.28
2023-06-09 14:29:05.3010,198.34,-3665.9,1248.06,3877.6
2023-06-09 14:29:05.4000,199.08,-3665.82,1252.68,3879.06
2023-06-09 14:29:05.5010,201.94,-3664.62,1260.91,3880.74
2023-06-09 14:29:05.5990,207.39,-3666.86,1270.6,3886.3
2023-06-09 14:29:05.6980,212.92,-3667.94,1270.85,3887.69
