Timestamp,x-500,y-500,z-500,Bt-500,x-1000,y-1000,z-1000,Bt-1000,x-2000,y-2000,z-2000,Bt-2000
22:47:11.585230,-512.0,-512.0,-22.5,724.43,-287.5,-1024.0,-6.5,1063.61,54,-1201,20,1202.38
22:47:11.888796,-512.0,-512.0,-22.5,724.43,-286.0,-1024.0,-6.5,1063.21,53,-1200,20,1201.34
22:47:12.191219,-512.0,-512.0,-21.75,724.4,-285.5,-1024.0,-6.5,1063.08,52,-1203,20,1204.29
22:47:12.494503,-512.0,-512.0,-22.75,724.43,-290.0,-1024.0,-8.0,1064.3,52,-1202,18,1203.26
22:47:12.797816,-512.0,-512.0,-25.25,724.52,-293.0,-1024.0,-9.0,1065.13,49,-1202,15,1203.09
22:47:13.100599,-512.0,-512.0,-27.0,724.58,-303.0,-1024.0,-10.5,1067.94,40,-1209,15,1209.75
22:47:13.403254,-512.0,-512.0,-22.25,724.42,-300.5,-1024.0,-5.0,1067.19,48,-1214,20,1215.11
22:47:13.706655,-512.0,-512.0,-23.25,724.45,-296.5,-1024.0,-7.0,1066.09,49,-1216,20,1217.15
22:47:14.009795,-512.0,-512.0,-20.0,724.35,-285.0,-1024.0,-3.5,1062.93,58,-1210,21,1211.57
22:47:14.312325,-512.0,-512.0,-20.25,724.36,-288.5,-1024.0,-4.0,1063.87,62,-1221,22,1222.77
22:47:14.615575,-512.0,-512.0,-22.5,724.43,-272.5,-1024.0,-7.5,1059.66,70,-1207,17,1209.15
22:47:14.918695,-512.0,-512.0,-23.0,724.44,-278.5,-1024.0,-6.5,1061.22,65,-1209,18,1210.88
22:47:15.221883,-512.0,-512.0,-28.5,724.64,-284.5,-1024.0,-13.0,1062.87,56,-1205,12,1206.36
22:47:15.524722,-512.0,-512.0,-21.5,724.4,-291.0,-1024.0,-4.5,1064.55,51,-1205,20,1206.24
22:47:15.827769,-512.0,-512.0,-23.0,724.44,-291.0,-1024.0,-6.5,1064.57,49,-1204,17,1205.12
22:47:16.130817,-512.0,-512.0,-24.0,724.47,-294.0,-1024.0,-6.5,1065.39,46,-1203,19,1204.03
22:47:16.433423,-512.0,-512.0,-25.25,724.52,-295.0,-1024.0,-10.0,1065.69,46,-1207,17,1208.0
22:47:16.736889,-512.0,-512.0,-27.25,724.59,-293.0,-1024.0,-10.5,1065.15,46,-1208,15,1208.97
22:47:17.039756,-512.0,-512.0,-24.25,724.48,-310.0,-1024.0,-8.0,1069.93,35,-1214,18,1214.64
22:47:17.342612,-512.0,-512.0,-25.25,724.52,-303.5,-1024.0,-10.0,1068.08,41,-1215,15,1215.78
22:47:17.645787,-512.0,-512.0,-20.75,724.37,-292.5,-1024.0,-5.0,1064.97,51,-1215,22,1216.27
22:47:17.948862,-512.0,-512.0,-20.5,724.37,-292.0,-1024.0,-4.0,1064.83,57,-1212,22,1213.54
22:47:18.251503,-512.0,-512.0,-21.0,724.38,-279.5,-1024.0,-5.0,1061.47,65,-1211,20,1212.91
22:47:18.554856,-512.0,-512.0,-26.25,724.55,-286.0,-1024.0,-10.0,1063.24,62,-1211,17,1212.71
22:47:18.857818,-512.0,-512.0,-25.75,724.54,-282.0,-1024.0,-9.5,1062.16,61,-1207,17,1208.66
22:47:19.160484,-512.0,-512.0,-25.0,724.51,-300.0,-1024.0,-9.5,1067.08,48,-1208,16,1209.06
22:47:19.463690,-512.0,-512.0,-21.5,724.4,-294.0,-1024.0,-5.5,1065.38,47,-1208,21,1209.1
22:47:19.766331,-512.0,-512.0,-21.25,724.39,-294.0,-1024.0,-6.0,1065.39,48,-1204,21,1205.14
22:47:20.069766,-512.0,-512.0,-21.25,724.39,-293.5,-1024.0,-4.5,1065.24,49,-1207,20,1208.16
22:47:20.372272,-512.0,-512.0,-21.25,724.39,-294.5,-1024.0,-3.5,1065.51,47,-1207,21,1208.1
