time,Bx,By,Bz,Btotal
2023-06-06 11:2:29.4010,-137.2,497.14,-3130.59,3172.78
2023-06-06 11:2:29.5000,-137.53,497.18,-3130.11,3172.33
2023-06-06 11:2:29.6000,-137.12,497.14,-3130.3,3172.49
2023-06-06 11:2:29.6990,-137.43,497.1,-3131.7,3173.88
2023-06-06 11:2:29.7990,-137.49,496.94,-3131.12,3173.29
2023-06-06 11:2:29.8980,-136.72,497.22,-3130.41,3172.6
2023-06-06 11:2:29.9970,-137.19,497.19,-3130.35,3172.56
2023-06-06 11:2:30.0970,-137.36,497.16,-3130.38,3172.59
2023-06-06 11:2:30.1960,-139.32,497.86,-3127.87,3170.31
2023-06-06 11:2:30.2950,-143.46,500.2,-3120.99,3164.07
2023-06-06 11:2:30.3950,-142.33,500.26,-3122.88,3165.9
2023-06-06 11:2:30.4940,-142.05,498.95,-3123.95,3166.73
2023-06-06 11:2:30.5940,-141.93,497.51,-3124.84,3167.38
2023-06-06 11:2:30.6930,-140.86,495.58,-3128.54,3170.67
2023-06-06 11:2:30.7930,-141.46,493.38,-3130.26,3172.06
2023-06-06 11:2:30.8920,-141.82,490.62,-3133.24,3174.59
2023-06-06 11:2:30.9920,-141.36,488.37,-3135.98,3176.92
2023-06-06 11:2:31.0910,-140.41,486.78,-3138.96,3179.59
2023-06-06 11:2:31.1900,-140.89,485.66,-3143.05,3183.47
2023-06-06 11:2:31.2900,-140.07,484.55,-3145.43,3185.61
2023-06-06 11:2:31.3890,-140.99,484.89,-3147.39,3187.64
2023-06-06 11:2:31.4890,-141.66,485.94,-3147.25,3187.69
2023-06-06 11:2:31.5880,-143.33,487.66,-3147.21,3187.99
2023-06-06 11:2:31.6870,-145.77,489.43,-3148.3,3189.44
2023-06-06 11:2:31.7870,-145.98,489.72,-3147.52,3188.73
2023-06-06 11:2:31.8860,-146.44,490.18,-3147.52,3188.82
2023-06-06 11:2:31.9850,-146.42,490.71,-3146.77,3188.17
2023-06-06 11:2:32.0840,-146.7,492.3,-3146.22,3187.88
2023-06-06 11:2:32.1840,-146.93,493.06,-3144.9,3186.71
2023-06-06 11:2:32.2830,-146.75,492.42,-3145.04,3186.74
2023-06-06 11:2:32.3830,-146.82,491.83,-3144.74,3186.35
2023-06-06 11:2:32.4820,-147.77,493.12,-3139.54,3181.46
2023-06-06 11:2:32.5820,-147.66,493.98,-3136.29,3178.39
2023-06-06 11:2:32.6810,-146.14,493.77,-3136.84,3178.83
2023-06-06 11:2:32.7810,-144.67,493.15,-3139.15,3180.94
2023-06-06 11:2:32.8800,-143.44,492.49,-3138.86,3180.49
2023-06-06 11:2:32.9790,-142.72,490.91,-3139.07,3180.43
2023-06-06 11:2:33.0780,-142.2,488.16,-3140.2,3181.1
2023-06-06 11:2:33.1770,-141.74,485.9,-3141.26,3181.78
2023-06-06 11:2:33.2770,-140.52,483.7,-3141.89,3182.01
2023-06-06 11:2:33.3770,-139.61,480.08,-3144.62,3184.12
2023-06-06 11:2:33.4760,-138.95,475.81,-3145.97,3184.78
2023-06-06 11:2:33.5750,-139.24,473.27,-3144.15,3182.62
2023-06-06 11:2:33.6750,-138.57,470.65,-3144.67,3182.71
2023-06-06 11:2:33.7750,-137.52,468.06,-3148.26,3185.83
2023-06-06 11:2:33.8740,-136.54,465.11,-3153.74,3190.78
2023-06-06 11:2:33.9730,-136.18,462.95,-3157.19,3193.85
2023-06-06 11:2:34.0720,-136.25,460.58,-3157.43,3193.76
2023-06-06 11:2:34.1720,-135.75,458.59,-3158.92,3194.92
2023-06-06 11:2:34.2710,-134.53,456.55,-3158.03,3193.7
2023-06-06 11:2:34.3710,-134.46,454.68,-3159.24,3194.62
2023-06-06 11:2:34.4700,-132.53,451.86,-3160.95,3195.84
2023-06-06 11:2:34.5690,-131.1,450.84,-3160.76,3195.44
