time,Bx,By,Bz,Btotal
2023-06-06 13:22:25.3030,-660.79,-380.11,2652.26,2759.64
2023-06-06 13:22:25.4030,-661.08,-380.28,2652.7,2760.15
2023-06-06 13:22:25.5030,-660.84,-380.54,2652.33,2759.78
2023-06-06 13:22:25.6010,-661.08,-380.48,2652.93,2760.4
2023-06-06 13:22:25.7010,-661.54,-380.15,2651.88,2759.46
2023-06-06 13:22:25.8000,-661.04,-380.14,2652.15,2759.59
2023-06-06 13:22:25.9000,-661.01,-380.25,2652.5,2759.94
2023-06-06 13:22:25.9990,-660.77,-380.36,2651.64,2759.08
2023-06-06 13:22:26.0990,-660.72,-380.13,2651.77,2759.15
2023-06-06 13:22:26.1980,-661.3,-380.25,2652.38,2759.9
2023-06-06 13:22:26.2970,-660.86,-380.27,2652.17,2759.59
2023-06-06 13:22:26.3970,-661.16,-380.49,2651.87,2759.41
2023-06-06 13:22:26.4960,-660.98,-380.35,2651.93,2759.4
2023-06-06 13:22:26.5950,-660.75,-380.43,2652.27,2759.68
2023-06-06 13:22:26.6950,-660.89,-380.63,2655.16,2762.52
2023-06-06 13:22:26.7940,-660.55,-380.53,2654.96,2762.23
2023-06-06 13:22:26.8940,-660.79,-381.11,2656.83,2764.17
2023-06-06 13:22:26.9930,-660.65,-382.33,2660.33,2767.66
2023-06-06 13:22:27.0920,-660.62,-382.77,2660.56,2767.95
2023-06-06 13:22:27.1920,-660.11,-384.06,2663.77,2771.08
2023-06-06 13:22:27.2910,-660.3,-384.83,2664.3,2771.74
2023-06-06 13:22:27.3920,-659.64,-385.45,2665.24,2772.58
2023-06-06 13:22:27.4900,-658.87,-385.65,2664.69,2771.89
2023-06-06 13:22:27.5890,-658.19,-385.54,2664.21,2771.26
2023-06-06 13:22:27.6890,-657.33,-384.95,2662.73,2769.55
2023-06-06 13:22:27.7880,-656.81,-384.75,2663.92,2770.54
2023-06-06 13:22:27.8880,-655.86,-385.13,2663.76,2770.22
2023-06-06 13:22:27.9870,-654.8,-384.86,2663.78,2769.95
2023-06-06 13:22:28.0860,-654.34,-384.76,2664.55,2770.56
2023-06-06 13:22:28.1860,-654.3,-383.92,2665.34,2771.19
2023-06-06 13:22:28.2850,-654.69,-382.2,2666.26,2771.94
2023-06-06 13:22:28.3840,-653.81,-380.5,2664.57,2769.87
2023-06-06 13:22:28.4840,-653.56,-378.71,2663.9,2768.92
2023-06-06 13:22:28.5830,-653.02,-377.25,2662.09,2766.85
2023-06-06 13:22:28.6830,-653.15,-376.38,2659.37,2764.15
2023-06-06 13:22:28.7820,-653.0,-375.34,2657.33,2762.01
2023-06-06 13:22:28.8820,-653.2,-374.81,2656.59,2761.27
2023-06-06 13:22:28.9800,-653.09,-374.3,2656.93,2761.5
2023-06-06 13:22:29.0800,-653.16,-373.61,2657.01,2761.5
2023-06-06 13:22:29.1790,-651.99,-372.04,2655.63,2759.68
2023-06-06 13:22:29.2780,-651.5,-370.9,2656.61,2760.36
2023-06-06 13:22:29.3780,-649.56,-366.93,2652.47,2755.39
2023-06-06 13:22:29.4770,-646.37,-360.72,2645.87,2747.46
2023-06-06 13:22:29.5770,-645.16,-356.55,2639.24,2740.24
2023-06-06 13:22:29.6760,-643.79,-352.83,2632.22,2732.68
2023-06-06 13:22:29.7760,-642.81,-350.4,2626.78,2726.89
2023-06-06 13:22:29.8750,-642.64,-349.0,2625.19,2725.14
2023-06-06 13:22:29.9750,-642.46,-346.93,2622.2,2721.96
2023-06-06 13:22:30.0740,-642.56,-346.25,2620.83,2720.58
2023-06-06 13:22:30.1730,-643.32,-345.42,2620.25,2720.09
2023-06-06 13:22:30.2730,-645.6,-346.08,2620.72,2721.17
2023-06-06 13:22:30.3720,-646.07,-345.92,2621.88,2722.37
2023-06-06 13:22:30.4710,-647.17,-346.03,2623.28,2724.0
2023-06-06 13:22:30.5710,-648.12,-345.85,2623.17,2724.09
2023-06-06 13:22:30.6710,-649.66,-345.78,2624.61,2725.84
2023-06-06 13:22:30.7700,-650.51,-346.47,2624.38,2725.91
2023-06-06 13:22:30.8690,-651.25,-347.7,2625.79,2727.6
2023-06-06 13:22:30.9680,-651.4,-349.01,2625.6,2727.62
2023-06-06 13:22:31.0680,-650.69,-351.44,2628.17,2730.24
2023-06-06 13:22:31.1670,-650.37,-354.78,2631.85,2734.14
2023-06-06 13:22:31.2670,-649.5,-359.01,2636.44,2738.89
2023-06-06 13:22:31.3660,-649.78,-367.4,2645.99,2749.26
2023-06-06 13:22:31.4650,-654.83,-385.28,2679.98,2785.6
2023-06-06 13:22:31.5650,-657.83,-393.8,2699.51,2806.27
2023-06-06 13:22:31.6640,-656.52,-393.97,2696.86,2803.44
2023-06-06 13:22:31.7630,-649.79,-380.4,2665.49,2769.8
2023-06-06 13:22:31.8630,-649.39,-381.98,2664.16,2768.64
2023-06-06 13:22:31.9620,-649.89,-384.0,2666.51,2771.3
2023-06-06 13:22:32.0620,-649.68,-384.93,2667.36,2772.2
2023-06-06 13:22:32.1610,-648.89,-385.63,2667.15,2771.9
2023-06-06 13:22:32.2600,-649.2,-387.37,2669.8,2774.77
2023-06-06 13:22:32.3600,-649.12,-389.06,2673.07,2778.13
2023-06-06 13:22:32.4590,-650.38,-391.34,2676.07,2781.63
2023-06-06 13:22:32.5580,-650.99,-392.96,2677.53,2783.41
2023-06-06 13:22:32.6580,-651.97,-394.21,2679.52,2785.74
2023-06-06 13:22:32.7570,-650.87,-392.75,2678.48,2784.27
2023-06-06 13:22:32.8570,-650.56,-393.15,2678.69,2784.45
2023-06-06 13:22:32.9560,-651.19,-393.98,2678.55,2784.59
2023-06-06 13:22:33.0560,-651.83,-396.08,2680.04,2786.46
2023-06-06 13:22:33.1550,-653.35,-398.36,2681.48,2788.53
2023-06-06 13:22:33.2540,-654.3,-400.68,2682.4,2789.96
2023-06-06 13:22:33.3530,-655.07,-402.49,2683.41,2791.38
2023-06-06 13:22:33.4530,-655.06,-404.02,2684.46,2792.61
2023-06-06 13:22:33.5520,-655.3,-404.98,2684.62,2792.95
2023-06-06 13:22:33.6550,-654.6,-405.62,2685.05,2793.29
2023-06-06 13:22:33.7550,-655.23,-406.34,2687.24,2795.66
2023-06-06 13:22:33.8540,-656.05,-407.64,2689.1,2797.83
2023-06-06 13:22:33.9540,-657.08,-408.81,2691.98,2801.0
2023-06-06 13:22:34.0530,-658.15,-409.77,2692.8,2802.19
2023-06-06 13:22:34.1520,-658.47,-410.76,2694.64,2804.17
2023-06-06 13:22:34.2520,-657.69,-410.24,2692.96,2802.3
2023-06-06 13:22:34.3510,-655.47,-409.42,2691.47,2800.23
2023-06-06 13:22:34.4500,-652.11,-408.81,2692.27,2800.13
2023-06-06 13:22:34.5500,-651.16,-407.94,2691.21,2798.75
2023-06-06 13:22:34.6490,-649.77,-407.6,2691.96,2799.1
2023-06-06 13:22:34.7480,-648.78,-407.27,2692.38,2799.23
2023-06-06 13:22:34.8480,-648.45,-406.85,2693.62,2800.29
2023-06-06 13:22:34.9470,-648.37,-405.99,2694.47,2800.96
2023-06-06 13:22:35.0470,-647.98,-403.66,2693.38,2799.48
2023-06-06 13:22:35.1460,-647.58,-402.0,2691.65,2797.49
2023-06-06 13:22:35.2460,-647.33,-400.53,2690.82,2796.42
2023-06-06 13:22:35.3450,-647.62,-400.09,2688.69,2794.38
2023-06-06 13:22:35.4440,-647.3,-398.86,2686.34,2791.87
2023-06-06 13:22:35.5440,-646.96,-398.11,2684.36,2789.78
2023-06-06 13:22:35.6430,-647.11,-399.31,2686.95,2792.47
2023-06-06 13:22:35.7430,-654.01,-402.95,2692.83,2800.26
2023-06-06 13:22:35.8420,-658.09,-403.69,2695.94,2804.31
2023-06-06 13:22:35.9410,-654.34,-397.39,2688.09,2794.98
2023-06-06 13:22:36.0410,-644.78,-388.19,2675.68,2779.51
2023-06-06 13:22:36.1400,-639.84,-385.56,2673.77,2776.16
2023-06-06 13:22:36.2390,-638.61,-383.34,2670.11,2772.05
2023-06-06 13:22:36.3390,-637.58,-380.41,2664.91,2766.4
2023-06-06 13:22:36.4380,-635.43,-377.38,2659.05,2759.85
2023-06-06 13:22:36.5370,-635.12,-375.63,2655.55,2756.16
2023-06-06 13:22:36.6370,-635.55,-374.35,2652.27,2752.93
2023-06-06 13:22:36.7360,-634.54,-373.21,2650.03,2750.38
2023-06-06 13:22:36.8360,-635.2,-372.91,2650.35,2750.8
2023-06-06 13:22:36.9350,-636.09,-372.74,2649.95,2750.59
2023-06-06 13:22:37.0350,-639.34,-373.89,2651.71,2753.2
2023-06-06 13:22:37.1340,-639.51,-374.14,2653.16,2754.67
2023-06-06 13:22:37.2330,-641.3,-374.58,2655.46,2757.36
2023-06-06 13:22:37.3290,-642.55,-374.53,2654.97,2757.17
2023-06-06 13:22:37.4280,-643.77,-374.98,2656.66,2759.15
2023-06-06 13:22:37.5270,-644.33,-376.21,2657.67,2760.42
2023-06-06 13:22:37.6270,-644.98,-377.65,2657.5,2760.6
2023-06-06 13:22:37.7300,-645.35,-379.2,2659.4,2762.73
2023-06-06 13:22:37.8300,-645.14,-381.59,2663.23,2766.7
2023-06-06 13:22:37.9290,-644.61,-384.69,2667.68,2771.29
2023-06-06 13:22:38.0290,-644.89,-387.54,2671.64,2775.56
2023-06-06 13:22:38.1280,-644.82,-390.54,2675.98,2780.14
2023-06-06 13:22:38.2270,-645.91,-393.74,2680.82,2785.5
2023-06-06 13:22:38.3270,-646.82,-397.27,2686.86,2792.03
2023-06-06 13:22:38.4260,-647.12,-399.81,2689.79,2795.28
2023-06-06 13:22:38.5250,-647.21,-401.74,2691.52,2797.25
2023-06-06 13:22:38.6250,-647.59,-403.99,2694.22,2800.25
2023-06-06 13:22:38.7240,-647.69,-406.18,2696.42,2802.7
2023-06-06 13:22:38.8230,-647.93,-407.87,2696.23,2802.83
2023-06-06 13:22:38.9230,-647.8,-409.49,2697.59,2804.34
2023-06-06 13:22:39.0220,-648.54,-411.68,2700.25,2807.39
2023-06-06 13:22:39.1220,-649.72,-414.09,2702.54,2810.22
2023-06-06 13:22:39.2210,-651.0,-416.3,2705.49,2813.68
2023-06-06 13:22:39.3210,-652.11,-417.76,2707.84,2816.41
2023-06-06 13:22:39.4200,-652.91,-417.54,2707.24,2815.98
2023-06-06 13:22:39.5190,-651.37,-414.89,2703.85,2811.98
2023-06-06 13:22:39.6180,-652.08,-415.31,2704.14,2812.49
2023-06-06 13:22:39.7180,-652.97,-416.23,2704.69,2813.36
2023-06-06 13:22:39.8170,-654.15,-417.97,2704.44,2813.65
2023-06-06 13:22:39.9170,-655.8,-420.02,2706.11,2815.94
2023-06-06 13:22:40.0160,-657.14,-421.69,2706.14,2816.53
2023-06-06 13:22:40.1160,-657.68,-423.23,2707.63,2818.32
2023-06-06 13:22:40.2150,-658.74,-424.0,2709.09,2820.08
2023-06-06 13:22:40.3150,-659.25,-424.58,2709.07,2820.28
2023-06-06 13:22:40.4140,-660.23,-424.71,2709.69,2821.12
2023-06-06 13:22:40.5130,-661.27,-425.19,2711.96,2823.61
2023-06-06 13:22:40.6130,-662.61,-425.96,2713.85,2825.86
2023-06-06 13:22:40.7120,-664.36,-426.29,2714.9,2827.33
2023-06-06 13:22:40.8110,-666.1,-427.19,2716.14,2829.06
2023-06-06 13:22:40.9110,-666.93,-427.52,2714.8,2828.02
