time,Bx,By,Bz,Btotal
2023-06-06 13:19:26.1850,-825.6,-62.62,956.63,1265.18
2023-06-06 13:19:26.2850,-825.31,-62.75,955.93,1264.47
2023-06-06 13:19:26.3860,-825.56,-62.93,956.18,1264.82
2023-06-06 13:19:26.4860,-825.35,-62.67,956.69,1265.07
2023-06-06 13:19:26.5860,-825.53,-62.97,956.77,1265.26
2023-06-06 13:19:26.6850,-825.35,-62.83,956.11,1264.63
2023-06-06 13:19:26.7850,-825.29,-62.8,956.15,1264.62
2023-06-06 13:19:26.8840,-825.74,-62.59,956.57,1265.22
2023-06-06 13:19:26.9810,-825.5,-62.8,956.31,1264.88
2023-06-06 13:19:27.0870,-826.09,-62.72,957.13,1265.88
2023-06-06 13:19:27.1760,-826.13,-62.93,956.93,1265.76
2023-06-06 13:19:27.2820,-826.58,-63.9,957.89,1266.83
2023-06-06 13:19:27.3770,-828.28,-64.6,959.68,1269.33
2023-06-06 13:19:27.4760,-829.18,-65.37,961.07,1271.01
2023-06-06 13:19:27.5740,-830.18,-65.82,961.7,1272.16
2023-06-06 13:19:27.6750,-830.17,-66.06,962.38,1272.69
2023-06-06 13:19:27.7720,-830.7,-66.73,963.78,1274.12
2023-06-06 13:19:27.8770,-832.01,-67.4,965.55,1276.35
2023-06-06 13:19:27.9760,-833.02,-67.99,968.62,1279.36
2023-06-06 13:19:28.0750,-833.91,-68.47,970.5,1281.4
2023-06-06 13:19:28.1750,-834.28,-68.89,971.17,1282.17
2023-06-06 13:19:28.2770,-834.5,-69.37,971.99,1282.95
2023-06-06 13:19:28.3750,-832.8,-69.55,971.59,1281.55
2023-06-06 13:19:28.4750,-831.29,-69.46,973.23,1281.81
2023-06-06 13:19:28.5760,-828.62,-69.27,973.44,1280.23
2023-06-06 13:19:28.6720,-827.4,-68.83,974.33,1280.1
2023-06-06 13:19:28.7720,-826.6,-68.77,974.74,1279.89
2023-06-06 13:19:28.8730,-826.3,-68.04,975.33,1280.11
2023-06-06 13:19:28.9720,-825.06,-67.31,975.64,1279.5
2023-06-06 13:19:29.0640,-824.79,-66.69,975.75,1279.38
2023-06-06 13:19:29.1640,-824.39,-65.71,975.95,1279.23
2023-06-06 13:19:29.2630,-824.04,-63.93,975.14,1278.29
2023-06-06 13:19:29.3640,-823.03,-62.31,974.68,1277.21
2023-06-06 13:19:29.4620,-822.24,-61.44,973.38,1275.67
