time,Bx,By,Bz,Btotal
2023-06-08 10:20:39.7210,-63.8,-899.13,-2168.77,2348.63
2023-06-08 10:20:39.8200,-63.8,-899.01,-2168.04,2347.91
2023-06-08 10:20:39.9200,-64.22,-899.19,-2167.62,2347.6
2023-06-08 10:20:40.0190,-64.11,-899.36,-2168.34,2348.33
2023-06-08 10:20:40.1190,-64.06,-898.97,-2169.03,2348.82
2023-06-08 10:20:40.2180,-64.57,-899.31,-2169.04,2348.97
2023-06-08 10:20:40.3190,-64.67,-898.77,-2168.79,2348.54
2023-06-08 10:20:40.4170,-64.41,-898.93,-2168.83,2348.63
2023-06-08 10:20:40.5160,-64.58,-898.87,-2169.36,2349.09
2023-06-08 10:20:40.6170,-65.44,-897.96,-2169.24,2348.66
2023-06-08 10:20:40.7170,-61.07,-896.89,-2169.17,2348.07
2023-06-08 10:20:40.8150,-59.3,-893.89,-2168.79,2346.53
2023-06-08 10:20:40.9140,-57.8,-891.45,-2168.21,2345.03
2023-06-08 10:20:41.0130,-56.38,-890.09,-2167.52,2343.84
2023-06-08 10:20:41.1130,-54.25,-887.65,-2166.63,2342.04
2023-06-08 10:20:41.2120,-52.87,-884.41,-2166.49,2340.65
2023-06-08 10:20:41.3120,-52.7,-882.68,-2167.06,2340.53
2023-06-08 10:20:41.4110,-52.48,-881.02,-2166.22,2339.12
2023-06-08 10:20:41.5100,-51.39,-878.46,-2164.19,2336.24
2023-06-08 10:20:41.6090,-53.83,-876.03,-2164.24,2335.44
2023-06-08 10:20:41.7090,-58.4,-872.81,-2165.06,2335.1
2023-06-08 10:20:41.8090,-59.03,-870.68,-2164.73,2334.01
2023-06-08 10:20:41.9090,-59.76,-868.42,-2165.26,2333.69
2023-06-08 10:20:42.0070,-60.65,-865.48,-2166.36,2333.63
2023-06-08 10:20:42.1070,-61.08,-864.1,-2166.28,2333.06
2023-06-08 10:20:42.2070,-62.3,-863.74,-2164.88,2331.66
2023-06-08 10:20:42.3070,-62.93,-863.17,-2164.08,2330.72
2023-06-08 10:20:42.4060,-62.58,-861.53,-2164.28,2330.3
2023-06-08 10:20:42.5040,-60.74,-860.89,-2163.08,2328.9
2023-06-08 10:20:42.6040,-59.43,-862.0,-2161.31,2327.63
2023-06-08 10:20:42.7030,-59.46,-862.3,-2159.71,2326.25
2023-06-08 10:20:42.8020,-57.47,-860.94,-2159.85,2325.83
