time,Bx,By,Bz,Btotal
2023-06-06 13:6:18.4360,-1748.55,-41.78,-538.61,1830.1
2023-06-06 13:6:18.5360,-1748.51,-42.05,-538.66,1830.09
2023-06-06 13:6:18.6350,-1748.71,-42.07,-538.21,1830.14
2023-06-06 13:6:18.7350,-1748.57,-42.14,-538.78,1830.18
2023-06-06 13:6:18.8350,-1748.6,-42.17,-538.42,1830.1
2023-06-06 13:6:18.9340,-1748.9,-41.99,-538.9,1830.53
2023-06-06 13:6:19.0330,-1748.84,-42.13,-538.63,1830.39
2023-06-06 13:6:19.1330,-1748.16,-41.96,-538.0,1829.55
2023-06-06 13:6:19.2320,-1748.67,-42.12,-538.2,1830.1
2023-06-06 13:6:19.3310,-1749.42,-42.24,-538.85,1831.01
2023-06-06 13:6:19.4310,-1748.91,-42.22,-538.82,1830.52
2023-06-06 13:6:19.5300,-1748.73,-42.1,-538.93,1830.38
2023-06-06 13:6:19.6300,-1748.54,-42.34,-538.52,1830.08
2023-06-06 13:6:19.7290,-1748.64,-42.82,-538.06,1830.05
2023-06-06 13:6:19.8290,-1748.58,-42.93,-537.62,1829.87
2023-06-06 13:6:19.9280,-1748.48,-43.01,-538.41,1830.0
2023-06-06 13:6:20.0280,-1748.41,-43.66,-537.83,1829.78
2023-06-06 13:6:20.1270,-1749.11,-44.71,-538.24,1830.6
2023-06-06 13:6:20.2260,-1748.65,-44.21,-537.94,1830.05
2023-06-06 13:6:20.3260,-1748.19,-44.37,-537.56,1829.52
2023-06-06 13:6:20.4250,-1749.47,-44.76,-537.47,1830.71
2023-06-06 13:6:20.5240,-1749.92,-47.04,-537.57,1831.23
2023-06-06 13:6:20.6240,-1750.39,-48.04,-537.86,1831.79
2023-06-06 13:6:20.7240,-1750.02,-49.13,-537.2,1831.27
2023-06-06 13:6:20.8230,-1748.82,-50.07,-536.58,1829.97
2023-06-06 13:6:20.9220,-1748.47,-51.18,-536.23,1829.57
2023-06-06 13:6:21.0220,-1746.54,-51.91,-535.23,1827.45
2023-06-06 13:6:21.1210,-1745.24,-52.87,-534.75,1826.1
2023-06-06 13:6:21.2200,-1745.82,-53.5,-534.49,1826.59
2023-06-06 13:6:21.3200,-1746.86,-54.28,-534.63,1827.64
2023-06-06 13:6:21.4190,-1746.1,-55.51,-534.94,1827.05
2023-06-06 13:6:21.5190,-1745.95,-56.34,-534.35,1826.76
2023-06-06 13:6:21.6180,-1746.28,-56.94,-533.51,1826.85
2023-06-06 13:6:21.7170,-1744.81,-58.66,-532.98,1825.34
2023-06-06 13:6:21.8170,-1744.93,-59.79,-531.88,1825.17
2023-06-06 13:6:21.9160,-1743.22,-60.07,-531.37,1823.4
