time,Bx,By,Bz,Btotal
2023-06-06 10:36:11.3050,-73.54,3297.14,87.83,3299.13
2023-06-06 10:36:11.4040,-73.44,3297.7,87.97,3299.69
2023-06-06 10:36:11.5030,-73.48,3297.56,88.44,3299.56
2023-06-06 10:36:11.6020,-73.48,3297.67,87.97,3299.66
2023-06-06 10:36:11.7020,-73.71,3297.66,88.1,3299.66
2023-06-06 10:36:11.8020,-73.55,3297.21,87.61,3299.2
2023-06-06 10:36:11.9010,-73.5,3297.74,87.4,3299.72
2023-06-06 10:36:12.0000,-73.47,3297.91,87.5,3299.89
2023-06-06 10:36:12.0990,-73.31,3296.98,87.53,3298.96
2023-06-06 10:36:12.1990,-72.95,3297.39,87.65,3299.37
2023-06-06 10:36:12.2980,-72.56,3298.32,86.27,3300.25
2023-06-06 10:36:12.3970,-71.72,3299.18,83.92,3301.03
2023-06-06 10:36:12.4970,-70.71,3299.81,83.9,3301.64
2023-06-06 10:36:12.5960,-68.34,3299.97,81.9,3301.69
2023-06-06 10:36:12.6960,-66.53,3301.53,80.65,3303.19
2023-06-06 10:36:12.7950,-64.31,3303.52,79.68,3305.11
2023-06-06 10:36:12.8950,-62.33,3304.33,79.82,3305.88
2023-06-06 10:36:12.9940,-61.31,3308.51,79.32,3310.03
2023-06-06 10:36:13.0930,-60.68,3308.78,78.1,3310.26
2023-06-06 10:36:13.1930,-60.26,3309.64,77.26,3311.09
2023-06-06 10:36:13.2930,-59.07,3307.97,74.34,3309.33
2023-06-06 10:36:13.3930,-57.89,3307.29,71.45,3308.57
2023-06-06 10:36:13.4910,-57.04,3309.32,69.51,3310.54
2023-06-06 10:36:13.5910,-56.47,3310.59,67.41,3311.75
2023-06-06 10:36:13.6900,-56.2,3313.04,66.4,3314.18
2023-06-06 10:36:13.7890,-55.96,3315.21,66.29,3316.34
2023-06-06 10:36:13.8880,-55.33,3318.65,66.02,3319.77
2023-06-06 10:36:13.9880,-55.08,3321.44,66.37,3322.56
2023-06-06 10:36:14.0870,-53.95,3322.56,66.09,3323.65
2023-06-06 10:36:14.1870,-52.56,3324.14,64.08,3325.18
2023-06-06 10:36:14.2860,-51.53,3323.37,61.54,3324.34
2023-06-06 10:36:14.3860,-50.47,3323.0,57.51,3323.88
2023-06-06 10:36:14.4850,-49.73,3322.87,53.83,3323.68
2023-06-06 10:36:14.5840,-49.09,3323.28,51.47,3324.04
2023-06-06 10:36:14.6840,-49.23,3322.42,50.46,3323.17
2023-06-06 10:36:14.7830,-49.14,3322.19,51.01,3322.94
