time,Bx,By,Bz,Btotal
2023-06-06 10:55:52.9980,558.7,473.89,-2743.28,2839.42
2023-06-06 10:55:53.0970,559.08,473.93,-2744.29,2840.48
2023-06-06 10:55:53.1970,559.02,473.88,-2744.15,2840.32
2023-06-06 10:55:53.2960,559.0,473.81,-2744.27,2840.42
2023-06-06 10:55:53.3960,558.98,473.94,-2744.35,2840.51
2023-06-06 10:55:53.4950,559.11,474.01,-2744.27,2840.48
2023-06-06 10:55:53.5940,559.21,473.99,-2743.91,2840.15
2023-06-06 10:55:53.6940,559.01,473.67,-2743.5,2839.65
2023-06-06 10:55:53.7940,558.89,474.84,-2741.45,2837.85
2023-06-06 10:55:53.8930,558.42,474.63,-2740.02,2836.34
2023-06-06 10:55:53.9920,558.21,474.28,-2741.63,2837.79
2023-06-06 10:55:54.0910,558.46,474.14,-2739.64,2835.9
2023-06-06 10:55:54.1910,559.29,474.68,-2737.73,2834.3
2023-06-06 10:55:54.2910,559.78,474.86,-2736.77,2833.5
2023-06-06 10:55:54.3900,560.45,475.04,-2736.45,2833.36
2023-06-06 10:55:54.4890,561.86,474.97,-2737.9,2835.02
2023-06-06 10:55:54.5890,562.95,475.01,-2738.03,2835.37
2023-06-06 10:55:54.6880,564.58,475.42,-2736.24,2834.04
2023-06-06 10:55:54.7870,566.16,475.76,-2733.16,2831.44
2023-06-06 10:55:54.8870,566.78,476.38,-2729.59,2828.22
2023-06-06 10:55:54.9860,567.52,476.89,-2724.52,2823.56
2023-06-06 10:55:55.0860,567.54,478.02,-2717.18,2816.68
2023-06-06 10:55:55.1850,568.44,478.99,-2711.53,2811.57
2023-06-06 10:55:55.2840,568.73,479.81,-2710.01,2810.3
2023-06-06 10:55:55.3840,569.29,480.23,-2709.44,2809.94
2023-06-06 10:55:55.4830,569.84,481.2,-2709.24,2810.03
2023-06-06 10:55:55.5830,570.47,482.6,-2708.8,2809.97
2023-06-06 10:55:55.6820,571.11,483.0,-2708.52,2809.9
2023-06-06 10:55:55.7820,571.2,482.79,-2710.15,2811.45
2023-06-06 10:55:55.8810,572.54,483.06,-2710.03,2811.66
2023-06-06 10:55:55.9800,572.82,482.02,-2709.43,2810.95
2023-06-06 10:55:56.0800,573.3,481.25,-2708.61,2810.14
2023-06-06 10:55:56.1790,573.53,479.77,-2705.95,2807.36
2023-06-06 10:55:56.2780,574.2,480.76,-2700.46,2802.38
2023-06-06 10:55:56.3780,574.18,481.79,-2695.71,2797.97
2023-06-06 10:55:56.4770,574.47,482.85,-2692.35,2794.98
2023-06-06 10:55:56.5760,574.87,484.36,-2691.45,2794.45
2023-06-06 10:55:56.6760,575.41,484.8,-2690.93,2794.14
2023-06-06 10:55:56.7750,575.75,485.24,-2692.36,2795.67
