time,Bx,By,Bz,Btotal
2023-06-06 10:59:41.2070,-283.56,637.05,-2741.92,2829.2
2023-06-06 10:59:41.3070,-283.59,636.9,-2742.5,2829.73
2023-06-06 10:59:41.4070,-283.62,637.11,-2742.53,2829.81
2023-06-06 10:59:41.5070,-283.93,636.97,-2742.38,2829.66
2023-06-06 10:59:41.6060,-284.08,637.05,-2742.24,2829.56
2023-06-06 10:59:41.7050,-284.03,636.99,-2741.96,2829.27
2023-06-06 10:59:41.8040,-283.99,636.74,-2741.98,2829.23
2023-06-06 10:59:41.9030,-283.91,636.93,-2742.18,2829.46
2023-06-06 10:59:42.0030,-283.71,636.82,-2742.17,2829.41
2023-06-06 10:59:42.1030,-284.03,636.83,-2741.96,2829.23
2023-06-06 10:59:42.2010,-283.74,636.88,-2742.14,2829.39
2023-06-06 10:59:42.3000,-282.3,637.24,-2741.45,2828.66
2023-06-06 10:59:42.4000,-279.96,637.21,-2740.4,2827.4
2023-06-06 10:59:42.4990,-280.89,636.4,-2740.77,2827.67
2023-06-06 10:59:42.6000,-280.84,635.26,-2742.76,2829.34
2023-06-06 10:59:42.6980,-280.8,634.12,-2744.56,2830.82
2023-06-06 10:59:42.8000,-279.43,632.97,-2746.24,2832.06
2023-06-06 10:59:42.8980,-276.25,630.59,-2747.86,2832.78
2023-06-06 10:59:42.9970,-277.04,629.57,-2749.23,2833.97
2023-06-06 10:59:43.0970,-278.09,628.37,-2750.53,2835.06
2023-06-06 10:59:43.1960,-278.59,627.05,-2749.71,2834.02
2023-06-06 10:59:43.2950,-274.32,626.56,-2747.58,2831.44
2023-06-06 10:59:43.3950,-270.3,625.62,-2745.31,2828.64
2023-06-06 10:59:43.4950,-265.67,624.61,-2743.77,2826.48
2023-06-06 10:59:43.5940,-265.96,622.65,-2743.27,2825.59
2023-06-06 10:59:43.6920,-263.42,620.99,-2743.44,2825.15
2023-06-06 10:59:43.7920,-263.22,619.34,-2744.39,2825.69
2023-06-06 10:59:43.8910,-262.83,619.01,-2745.49,2826.65
2023-06-06 10:59:43.9900,-260.73,621.09,-2744.44,2825.9
2023-06-06 10:59:44.0910,-258.84,620.18,-2747.09,2828.1
2023-06-06 10:59:44.1900,-257.85,619.44,-2748.68,2829.39
2023-06-06 10:59:44.2900,-257.49,618.57,-2749.73,2830.18
2023-06-06 10:59:44.3890,-257.08,617.22,-2749.7,2829.83
2023-06-06 10:59:44.4880,-255.96,615.51,-2750.99,2830.61
2023-06-06 10:59:44.5880,-256.82,614.61,-2752.14,2831.61
2023-06-06 10:59:44.6870,-259.31,613.45,-2752.99,2832.41
2023-06-06 10:59:44.7870,-260.33,612.33,-2754.42,2833.65
2023-06-06 10:59:44.8850,-261.78,611.23,-2755.36,2834.45
2023-06-06 10:59:44.9850,-263.37,610.51,-2755.58,2834.66
2023-06-06 10:59:45.0850,-265.18,609.93,-2758.19,2837.25
2023-06-06 10:59:45.1840,-266.05,609.11,-2759.44,2838.36
2023-06-06 10:59:45.2790,-267.29,608.45,-2760.74,2839.61
2023-06-06 10:59:45.3790,-269.39,607.81,-2761.54,2840.44
2023-06-06 10:59:45.4780,-271.38,607.22,-2761.22,2840.19
2023-06-06 10:59:45.5770,-271.69,606.04,-2761.04,2839.8
2023-06-06 10:59:45.6760,-271.66,605.18,-2760.91,2839.49
2023-06-06 10:59:45.7770,-273.28,603.42,-2761.67,2840.0
2023-06-06 10:59:45.8760,-275.2,601.94,-2763.58,2841.73
2023-06-06 10:59:45.9750,-276.86,600.22,-2765.72,2843.61
2023-06-06 10:59:46.0740,-278.05,599.07,-2767.38,2845.1
2023-06-06 10:59:46.1740,-278.63,598.37,-2768.52,2846.11
2023-06-06 10:59:46.2740,-279.44,597.39,-2769.98,2847.41
2023-06-06 10:59:46.3720,-279.77,596.13,-2771.11,2848.28
2023-06-06 10:59:46.4710,-280.43,594.81,-2772.62,2849.53
2023-06-06 10:59:46.5720,-280.73,593.09,-2772.67,2849.26
2023-06-06 10:59:46.6700,-279.75,591.26,-2774.24,2850.3
2023-06-06 10:59:46.7700,-279.15,589.87,-2774.86,2850.56
2023-06-06 10:59:46.8700,-279.02,588.41,-2775.6,2850.97
2023-06-06 10:59:46.9680,-279.77,587.94,-2775.4,2850.75
2023-06-06 10:59:47.0680,-280.23,586.91,-2775.57,2850.76
2023-06-06 10:59:47.1670,-280.93,585.87,-2775.68,2850.72
2023-06-06 10:59:47.2660,-280.29,585.27,-2775.67,2850.52
2023-06-06 10:59:47.3670,-279.42,585.79,-2775.7,2850.56
2023-06-06 10:59:47.4650,-277.26,590.86,-2770.76,2846.6
2023-06-06 10:59:47.5650,-279.82,594.38,-2773.79,2850.53
2023-06-06 10:59:47.6650,-302.48,594.29,-2794.57,2873.03
2023-06-06 10:59:47.7630,-313.5,596.7,-2803.0,2882.9
2023-06-06 10:59:47.8640,-303.29,594.85,-2795.36,2873.99
2023-06-06 10:59:47.9630,-271.17,595.02,-2763.92,2840.21
2023-06-06 10:59:48.0610,-266.28,593.06,-2756.71,2832.33
2023-06-06 10:59:48.1620,-266.69,592.21,-2756.01,2831.51
2023-06-06 10:59:48.2610,-265.94,592.58,-2755.91,2831.41
2023-06-06 10:59:48.3600,-265.4,592.55,-2755.44,2830.9
2023-06-06 10:59:48.4600,-263.94,592.8,-2755.63,2831.01
2023-06-06 10:59:48.5600,-262.56,592.77,-2756.76,2831.97
2023-06-06 10:59:48.6580,-261.33,592.43,-2758.02,2833.01
2023-06-06 10:59:48.7570,-259.86,592.41,-2756.2,2831.09
2023-06-06 10:59:48.8570,-255.06,592.25,-2753.22,2827.73
2023-06-06 10:59:48.9560,-249.31,591.84,-2747.55,2821.61
2023-06-06 10:59:49.0550,-248.06,591.96,-2746.46,2820.46
2023-06-06 10:59:49.1540,-247.67,591.67,-2745.78,2819.7
2023-06-06 10:59:49.2540,-249.62,590.95,-2745.75,2819.7
2023-06-06 10:59:49.3540,-251.02,590.92,-2746.06,2820.11
2023-06-06 10:59:49.4540,-253.07,591.81,-2746.7,2821.11
2023-06-06 10:59:49.5530,-254.45,592.49,-2747.26,2821.92
2023-06-06 10:59:49.6560,-255.25,593.69,-2748.03,2822.99
2023-06-06 10:59:49.7530,-254.6,594.83,-2747.7,2822.85
2023-06-06 10:59:49.8530,-254.73,594.62,-2747.4,2822.53
2023-06-06 10:59:49.9540,-255.44,594.26,-2747.42,2822.54
2023-06-06 10:59:50.0520,-255.18,593.65,-2747.36,2822.33
2023-06-06 10:59:50.1530,-250.76,593.25,-2744.55,2819.11
2023-06-06 10:59:50.2510,-249.67,591.66,-2744.79,2818.91
2023-06-06 10:59:50.3500,-248.75,590.6,-2743.78,2817.62
2023-06-06 10:59:50.4500,-247.48,589.0,-2744.32,2817.7
2023-06-06 10:59:50.5490,-247.33,587.91,-2745.9,2819.0
2023-06-06 10:59:50.6480,-246.93,589.45,-2745.84,2819.24
2023-06-06 10:59:50.7480,-246.38,592.16,-2746.25,2820.15
2023-06-06 10:59:50.8470,-246.67,591.75,-2748.26,2822.04
2023-06-06 10:59:50.9460,-246.73,591.38,-2750.82,2824.47
2023-06-06 10:59:51.0460,-245.83,591.86,-2751.54,2825.19
2023-06-06 10:59:51.1460,-241.68,591.35,-2750.83,2824.03
2023-06-06 10:59:51.2440,-239.5,591.15,-2750.17,2823.16
2023-06-06 10:59:51.3440,-240.14,590.53,-2751.79,2824.66
2023-06-06 10:59:51.4450,-241.35,589.72,-2754.17,2826.92
2023-06-06 10:59:51.5430,-242.82,588.97,-2756.28,2828.95
2023-06-06 10:59:51.6430,-244.09,588.86,-2756.57,2829.32
2023-06-06 10:59:51.7430,-247.17,589.06,-2759.83,2832.8
2023-06-06 10:59:51.8420,-240.88,585.42,-2771.15,2842.54
2023-06-06 10:59:51.9420,-224.65,586.7,-2778.33,2848.47
2023-06-06 10:59:52.0400,-205.14,590.85,-2773.35,2843.0
2023-06-06 10:59:52.1390,-192.72,592.38,-2767.01,2836.27
2023-06-06 10:59:52.2390,-202.48,589.26,-2761.7,2831.12
2023-06-06 10:59:52.3380,-232.33,586.6,-2765.41,2836.47
2023-06-06 10:59:52.4390,-238.09,583.77,-2769.21,2840.07
2023-06-06 10:59:52.5360,-241.85,582.04,-2773.03,2843.76
2023-06-06 10:59:52.6360,-243.28,580.94,-2776.27,2846.82
2023-06-06 10:59:52.7350,-244.04,580.02,-2778.42,2848.79
2023-06-06 10:59:52.8350,-246.3,579.56,-2782.19,2852.57
2023-06-06 10:59:52.9340,-247.29,578.73,-2785.72,2855.92
2023-06-06 10:59:53.0340,-248.44,577.03,-2788.85,2858.74
2023-06-06 10:59:53.1330,-250.53,575.66,-2792.87,2862.56
2023-06-06 10:59:53.2290,-252.84,573.8,-2796.32,2865.76
2023-06-06 10:59:53.3290,-252.59,571.88,-2798.62,2867.6
2023-06-06 10:59:53.4290,-250.86,570.12,-2800.99,2869.41
2023-06-06 10:59:53.5280,-250.67,568.34,-2803.8,2871.78
2023-06-06 10:59:53.6280,-250.43,567.21,-2804.76,2872.48
2023-06-06 10:59:53.7270,-250.71,566.4,-2806.44,2873.98
2023-06-06 10:59:53.8260,-250.99,564.79,-2807.51,2874.73
2023-06-06 10:59:53.9250,-250.81,564.36,-2808.57,2875.67
2023-06-06 10:59:54.0250,-250.78,563.9,-2811.74,2878.67
2023-06-06 10:59:54.1240,-249.82,563.83,-2813.21,2880.01
2023-06-06 10:59:54.2240,-246.92,567.05,-2810.38,2877.63
2023-06-06 10:59:54.3230,-242.58,573.16,-2803.29,2871.55
2023-06-06 10:59:54.4220,-241.58,574.86,-2802.92,2871.44
2023-06-06 10:59:54.5220,-240.23,575.69,-2800.95,2869.58
2023-06-06 10:59:54.6220,-240.34,576.99,-2801.92,2870.79
2023-06-06 10:59:54.7210,-239.49,577.94,-2801.12,2870.13
2023-06-06 10:59:54.8200,-237.35,578.44,-2799.56,2868.53
2023-06-06 10:59:54.9190,-235.44,578.81,-2798.41,2867.32
2023-06-06 10:59:55.0190,-234.3,579.28,-2799.06,2867.96
2023-06-06 10:59:55.1180,-232.65,579.47,-2798.29,2867.12
2023-06-06 10:59:55.2180,-230.95,580.13,-2800.4,2869.17
2023-06-06 10:59:55.3180,-229.06,580.54,-2801.75,2870.42
2023-06-06 10:59:55.4170,-227.66,580.84,-2801.6,2870.22
2023-06-06 10:59:55.5150,-225.73,581.32,-2800.59,2869.18
2023-06-06 10:59:55.6150,-224.21,581.57,-2799.1,2867.65
2023-06-06 10:59:55.7140,-221.36,582.31,-2798.28,2866.78
2023-06-06 10:59:55.8140,-221.11,582.47,-2797.33,2865.87
2023-06-06 10:59:55.9130,-222.1,582.65,-2798.53,2867.16
2023-06-06 10:59:56.0130,-222.84,582.97,-2799.17,2867.9
2023-06-06 10:59:56.1130,-223.8,584.14,-2800.23,2869.25
2023-06-06 10:59:56.2120,-224.96,585.83,-2801.77,2871.18
2023-06-06 10:59:56.3110,-235.71,585.96,-2807.41,2877.58
2023-06-06 10:59:56.4120,-235.97,587.72,-2805.08,2875.68
2023-06-06 10:59:56.5110,-235.04,588.43,-2803.66,2874.37
2023-06-06 10:59:56.6100,-235.16,588.3,-2803.85,2874.54
2023-06-06 10:59:56.7100,-234.99,588.32,-2803.07,2873.77
2023-06-06 10:59:56.8090,-235.7,588.17,-2803.51,2874.22
2023-06-06 10:59:56.9080,-236.1,588.68,-2803.72,2874.57
2023-06-06 10:59:57.0060,-235.79,588.5,-2803.94,2874.72
2023-06-06 10:59:57.1060,-235.85,588.67,-2803.53,2874.36
2023-06-06 10:59:57.2050,-235.7,588.8,-2803.14,2873.99
2023-06-06 10:59:57.3040,-235.95,588.77,-2802.83,2873.7
2023-06-06 10:59:57.4040,-235.35,589.34,-2803.17,2874.11
2023-06-06 10:59:57.5030,-235.6,588.99,-2803.34,2874.22
2023-06-06 10:59:57.6020,-235.19,589.16,-2802.93,2873.81
2023-06-06 10:59:57.7050,-235.54,588.98,-2802.4,2873.29
2023-06-06 10:59:57.8040,-235.36,589.24,-2802.23,2873.17
2023-06-06 10:59:57.9040,-235.07,589.51,-2802.4,2873.37
2023-06-06 10:59:58.0030,-235.33,589.42,-2803.37,2874.31
2023-06-06 10:59:58.1020,-234.98,590.32,-2801.56,2872.71
